נבדק ואושר,סוג נכס,מהות עסקה,מקור,"ת""ח",חלקה,גוש,תאריך עסקה,עיר,רחוב,מספר,כניסה,דירה,מחיר מוצהר,מחיר מוערך,שטח ברוטו,שטח נטו,מגרש,חדרים,מחיר למר,מחיר לחדר,גלריה,מרפסת,קומה,קומות,דירות בבנין,מעלית,חניה,מחסן,גג,חצר,שנת בניה,זכויות בניה,אחוזי בניה,תפקוד הבנין,מהות הזכות,תפקוד היחידה  ,שומה חלקים,,
לא,דירת מגורים,דירה בבית קומות,רשות,31,79,7074,04/12/2017,תל אביב -יפו,נחל שורק,12,,0,1160000,1160000,45,37,0,2,31351,580000,0,,4,4,31,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,51,54,7075,04/12/2017,תל אביב -יפו,סהרון,28,,3,1310000,1310000,66,62,0,3,21129,436666.67,0,,2,4,160,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,5
לא,דירת מגורים,דירה בבית קומות,רשות,4,24,7227,04/12/2017,תל אביב -יפו,סמ התבור,6,,4,2948229,2948229,52,52,0,3,56697,982743,0,,3,4,5,,1,0,0,0,1997,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,6,188,6973,04/12/2017,תל אביב -יפו,דרך שלמה,142,,0,1800000,1800000,66,66,0,3,27273,600000,0,,2,5,15,,0,0,0,0,2013,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,505,53,7019,04/12/2017,תל אביב -יפו,יפת,36,,505,13195000,13195000,152,152,0,3,86809,4398333.33,0,,5,6,38,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,0,122,6993,04/12/2017,תל אביב -יפו,"שז""ר זלמן",73,,0,1170000,1170000,61,61,0,3,19180,390000,0,,4,4,16,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,9
לא,דירת מגורים,דירה בבית קומות,רשות,11,23,6947,03/12/2017,תל אביב -יפו,העליה,17,,5,1600000,1600000,69,43,0,2.5,37209,640000,0,,2,3,12,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,23,102,7084,03/12/2017,תל אביב -יפו,פלורנטין,26,,0,2425850,2425850,53,53,0,3,45771,808616.67,0,,7,9,25,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,5,160,6615,03/12/2017,תל אביב -יפו,ענתות,33,,5,2820000,2820000,96,90,0,3,31333,940000,0,,2,5,16,,1,0,0,0,2011,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,3,107,6916,03/12/2017,תל אביב -יפו,זרובבל,16,,0,3325000,3325000,64,63,0,3,52778,1108333.33,0,,2,4,8,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,6
לא,דירת מגורים,דירה בבית קומות,רשות,4,342,6217,03/12/2017,תל אביב -יפו,נהרדעא,13,,0,3050000,3050000,60,55,0,2,55455,1525000,0,,1,4,13,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,,0
לא,דירת מגורים,דירה בבית קומות,רשות,0,717,6108,03/12/2017,תל אביב -יפו,אלוני ניסים,19,,33,4000000,4000000,185,110,0,3,36364,1333333.33,0,,3,40,100,,4,0,85,0,2004,,,מגורים,בעלות,דירה בבית קומות,1,,80
לא,דירת מגורים,דירה בבית קומות,רשות,-1,717,6108,03/12/2017,תל אביב -יפו,אלוני ניסים,21,,31,4000000,4000000,185,110,0,3,36364,1333333.33,0,,3,40,100,,4,0,85,0,2004,,,מגורים,בעלות,דירה בבית קומות,1,,79
לא,דירת מגורים,דירה בבית קומות,רשות,26,761,6636,03/12/2017,תל אביב -יפו,יד המעביר,3,,0,2610000,2610000,69,65,0,4,40154,652500,0,,1,4,40,,0,0,0,0,1980,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,84,7228,03/12/2017,תל אביב -יפו,יצחק אלחנן,15,,5,4700000,4700000,127,103,0,1,45631,4700000,0,,1,5,18,,1,0,0,0,2013,,,מגורים,בעלות,דירה בבית קומות,1,,0
לא,דירת מגורים,דירה בבית קומות,רשות,6,720,6111,03/12/2017,תל אביב -יפו,ויצמן,19,,6,2830000,2830000,72,66,0,3,42879,943333.33,0,,2,4,15,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,18,45,7096,03/12/2017,תל אביב -יפו,עמינדב,16,,0,3070000,3070000,115,115,0,5,26696,614000,0,,5,6,52,,0,0,0,0,2019,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,0,53,7084,03/12/2017,תל אביב -יפו,ויטל חיים,23,,0,495900,495900,45,45,0,2,11020,247950,0,,2,9,52,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,0.29,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,27,7091,03/12/2017,תל אביב -יפו,פרוג,10,,0,1125000,1125000,43,48,0,2,23438,562500,0,,1,3,12,,0,0,0,0,1940,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,8,97,6959,30/11/2017,תל אביב -יפו,דיזנגוף,282,,4,2780000,2780000,46,45,0,2,61778,1390000,0,,2,5,8,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,13,36,6923,30/11/2017,תל אביב -יפו,יהודה הלוי,14,,0,2800001,2800001,47,47,0,2,59574,1400000.5,0,,2,5,36,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,5,27,7436,30/11/2017,תל אביב -יפו,החשמונאים,46,,0,3450000,3450000,65,65,0,3,53077,1150000,0,,3,6,10,,1,0,0,0,1991,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,838,6636,30/11/2017,תל אביב -יפו,יוסף האפרתי,3,,4,3099999,3099999,45,46,0,3,67391,1033333,0,,2,2,4,,0,0,0,0,1940,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,8,687,6636,30/11/2017,תל אביב -יפו,קיציס יוסף,4,,0,2950000,2950000,86,56,0,4,52679,737500,0,,2,7,28,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,0,380,6214,29/11/2017,תל אביב -יפו,"שד' יוצ""ר",5,,0,2530000,2530000,54,54,0,3,46852,843333.33,0,,2,3,13,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,0,940,6212,29/11/2017,תל אביב -יפו,שטריקר,3,,0,2320000,2320000,0,45,0,2,51556,1160000,0,,5,8,0,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,8,935,6212,29/11/2017,תל אביב -יפו,ברנדיס,4,,0,2300001,2300001,0,48,0,2,47917,1150000.5,0,,2,10,19,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,10,853,6636,29/11/2017,תל אביב -יפו,קהילת ורשה,19,,10,2100000,2100000,70,64,0,3,32813,700000,0,,2,5,14,,1,0,0,0,2008,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,309,16,7048,29/11/2017,תל אביב -יפו,רובינשטיין יצחק,63,,7,1350000,1350000,58,58,0,3,23276,450000,0,,2,4,16,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,160,6986,29/11/2017,תל אביב -יפו,ורשבסקי,4,,0,1149999,1149999,62,67,0,3,17164,383333,0,,1,2,4,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,0.5,,1
לא,דירת מגורים,דירה בבית קומות,רשות,47,94,7051,29/11/2017,תל אביב -יפו,אברבנאל,33,,45,1499999,1499999,28,33,0,2,45455,749999.5,0,,7,8,50,,1,0,0,0,2003,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,0,111,6905,29/11/2017,תל אביב -יפו,הירקון,96,,32,8000000,8000000,133,133,0,3,60150,2666666.67,0,,5,9,40,,0,0,0,0,2005,,,מגורים,בעלות,דירה בבית קומות,1,,20
לא,דירת מגורים,דירה בבית קומות,רשות,0,9,7465,29/11/2017,תל אביב -יפו,אלנבי,52,,0,4450000,4450000,90,90,0,4,49444,1112500,0,,2,5,22,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,10,7465,29/11/2017,תל אביב -יפו,אלנבי,52,,0,2200000,2200000,48,48,0,2,45833,1100000,0,,2,5,22,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,14,74,6993,29/11/2017,תל אביב -יפו,שקד,12,,14,1000000,1000000,65,65,0,3,15385,333333.33,0,,3,4,1,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,221,7050,28/11/2017,תל אביב -יפו,מחרוזת,16,,0,1110000,1110000,50,50,0,3,22200,370000,0,,3,4,16,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,47,7244,28/11/2017,תל אביב -יפו,מעפילי אגוז,86,,0,1469999,1469999,57,69,0,3,21304,489999.67,0,,1,4,32,,0,0,0,0,1980,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,3,158,6906,28/11/2017,תל אביב -יפו,שלום עליכם,25,,3,3100000,3100000,59,58,0,3,53448,1033333.33,0,,2,5,12,,1,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,154,6986,28/11/2017,תל אביב -יפו,גורי ישראל,7,,0,2285000,2285000,108,108,0,4,21157,571250,0,,1,1,3,,0,0,0,0,1950,,,מגורים,חכירה ממינהל 49 שנים,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,25,6943,28/11/2017,תל אביב -יפו,יסוד המעלה,35,,2,2050000,2050000,125,98,0,4,20918,512500,0,,0,6,48,,0,0,0,27,2015,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,4,6918,28/11/2017,תל אביב -יפו,נחלת בנימין,6,,0,2700000,2700000,49,49,0,2,55102,1350000,0,,3,6,21,,0,0,0,0,2020,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,38,785,6636,28/11/2017,תל אביב -יפו,בני אפרים,208,,0,3755850,3755850,0,121,0,5,31040,751170,0,,4,9,44,,0,0,0,0,2019,,,מגורים,בעלות,דירה בבית קומות,0.07,,6
לא,דירת מגורים,דירה בבית קומות,רשות,16,130,6941,28/11/2017,תל אביב -יפו,נחמני,52,,0,3249999,3249999,90,0,0,3,36111,1083333,0,,2,3,17,,0,0,0,0,1940,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,17,46,6884,28/11/2017,תל אביב -יפו,רובינשטיין ארתור,7,,0,3525000,3525000,130,0,0,4,27115,881250,0,,6,10,0,,2,0,0,0,2010,,,מגורים,בעלות,דירה בבית קומות,1,,5
לא,דירת מגורים,דירה בבית קומות,רשות,3,33,9012,27/11/2017,תל אביב -יפו,הספינה,6,,0,4300000,4300000,139,135,0,4,31852,1075000,0,,0,3,3,,0,0,21,16,2018,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,55,7084,27/11/2017,תל אביב -יפו,דרך שלמה,61,,21,1857597,1857597,49,49,0,2,37910,928798.5,0,,5,7,33,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,-1,55,7084,27/11/2017,תל אביב -יפו,דרך שלמה,61,,22,1867053,1867053,52,52,0,2,35905,933526.5,0,,5,7,33,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,0,55,7084,27/11/2017,תל אביב -יפו,דרך שלמה,61,,22,1867053,1867053,52,52,0,2,35905,933526.5,0,,5,7,33,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,2,47,7096,27/11/2017,תל אביב -יפו,עמינדב,20,,0,2050000,2050000,71,71,0,3,28873,683333.33,0,,0,6,52,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,12,6953,27/11/2017,תל אביב -יפו,הדסה,3,,0,3560000,3560000,75,65,0,3,54769,1186666.67,0,,2,5,13,,0,0,0,10,1960,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,181,84,7228,27/11/2017,תל אביב -יפו,אלחנן יצחק,157,,0,18099998,18099998,195,195,0,6,92821,3016666.33,0,,18,29,105,,1,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,10,6910,27/11/2017,תל אביב -יפו,חובבי ציון,3,,7,4400000,4400000,68,62,0,3,70968,1466666.67,0,,3,4,12,,1,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,0,31,7083,27/11/2017,תל אביב -יפו,אלנבי,105,,0,4506709,4506709,109,109,0,4,41346,1126677.25,0,,8,11,83,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,-1,31,7083,27/11/2017,תל אביב -יפו,אלנבי,105,,0,4900000,4900000,109,109,0,4,44954,1225000,0,,5,11,83,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,0,34,6907,27/11/2017,תל אביב -יפו,בן יהודה,31,,28,1800001,1800001,33,46,0,2,39130,900000.5,0,,2,6,40,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,,9
לא,דירת מגורים,דירה בבית קומות,רשות,0,125,6215,27/11/2017,תל אביב -יפו,הירשנברג,15,,0,3899998,3899998,65,70,0,3,55714,1299999.33,0,,2,3,16,,1,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,0,121,7091,27/11/2017,תל אביב -יפו,גליקסון,2,,0,2070000,2070000,40,40,0,2,51750,1035000,0,,2,3,12,,0,0,0,0,1950,,,מגורים,חכירה ממינהל 49 שנים,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,0,1454,6213,27/11/2017,תל אביב -יפו,ארלוזורוב,2,,0,7500000,7500000,151,156,0,5,48077,1500000,0,,19,27,0,,2,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,82,207,6631,26/11/2017,תל אביב -יפו,ברזאני משה,7,,19,4480000,4480000,135,135,0,5,33185,896000,0,,5,9,36,,1,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,8,85,6907,26/11/2017,תל אביב -יפו,בן יהודה,24,,0,5650000,5650000,102,0,0,4,55392,1412500,0,,2,5,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,7,28,6901,26/11/2017,תל אביב -יפו,זלטופולסקי,21,,7,4750000,4750000,77,72,0,3,65972,1583333.33,0,,3,6,10,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,51,633,6628,26/11/2017,תל אביב -יפו,קשני אליעזר,14,,0,533333,533333,62,0,0,3,8602,177777.67,0,,1,8,0,,0,0,0,0,1977,,,מגורים,בעלות,דירה בבית קומות,0.33,,1
לא,דירת מגורים,דירה בבית קומות,רשות,71,299,6136,26/11/2017,תל אביב -יפו,רח 3503,1,,0,2023850,2023850,83,83,0,3,24384,674616.67,0,,1,18,73,,0,0,0,0,2019,,,מגורים,בעלות,דירה בבית קומות,1,,5
לא,דירת מגורים,דירה בבית קומות,רשות,29,20,6771,26/11/2017,תל אביב -יפו,רדינג,33,,0,2100000,2100000,39,39,0,2,53846,1050000,0,,2,4,36,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,140,16,7048,26/11/2017,תל אביב -יפו,רובינשטיין,47,,0,1180000,1180000,58,0,0,3,20345,393333.33,0,,1,7,42,,0,0,0,0,1975,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,50,8996,24/11/2017,תל אביב -יפו,בית פלט,8,,0,2330000,2330000,0,75,0,3,31067,776666.67,0,,1,4,0,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,227,6217,24/11/2017,תל אביב -יפו,שטרוק,17,,0,2515000,2515000,42,42,0,2.5,59881,1006000,0,,2,4,11,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,8,416,6212,24/11/2017,תל אביב -יפו,יוחנן הורקנוס,26,,0,2849999,2849999,54,54,0,2.5,52778,1139999.6,0,,2,3,0,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,8,26,6943,24/11/2017,תל אביב -יפו,יסוד המעלה,31,,0,1715001,1715001,50,0,0,2,34300,857500.5,0,,3,7,0,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,0,549,7093,23/11/2017,תל אביב -יפו,תוצרת הארץ,9,,6,3399999,3399999,115,120,0,5,28333,679999.8,0,,5,32,112,,1,0,0,0,2014,,,מגורים,בעלות,דירה בבית קומות,1,,12
לא,דירת מגורים,דירה בבית קומות,רשות,7,38,6920,23/11/2017,תל אביב -יפו,אחד העם,13,,0,3485000,3485000,48,48,0,3,72604,1161666.67,0,,3,5,69,,0,0,0,0,2020,,,מגורים,בעלות,דירה בבית קומות,1,,9
לא,דירת מגורים,דירה בבית קומות,רשות,9,38,6920,23/11/2017,תל אביב -יפו,אחד העם,13,,0,3700000,3700000,47,47,0,2,78723,1850000,0,,2,5,69,,0,0,0,0,2020,,,מגורים,בעלות,דירה בבית קומות,1,,10
לא,דירת מגורים,דירה בבית קומות,רשות,9,432,6107,23/11/2017,תל אביב -יפו,הרב עוזיאל,7,,0,1962500,1962500,99,90,0,4,21806,490625,0,,3,7,26,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,0.5,,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,192,6982,23/11/2017,תל אביב -יפו,די רוסי,19,,0,270000,270000,96,88,0,4,3068,67500,0,,1,2,4,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,0.2,,1
לא,דירת מגורים,דירה בבית קומות,רשות,87,838,6111,23/11/2017,תל אביב -יפו,אורי,10,,0,5262599,5262599,98,0,0,3,53700,1754199.67,0,,8,17,20,,0,0,0,0,1974,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,138,7047,23/11/2017,תל אביב -יפו,ציהתלי,56,,0,1449999,1449999,47,0,0,3,30851,483333,0,,3,3,0,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,203,16,7048,23/11/2017,תל אביב -יפו,רובינשטיין יצחק,53,,7,1340000,1340000,60,60,0,3,22333,446666.67,0,,2,4,16,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,0,287,6957,23/11/2017,תל אביב -יפו,עמוס,15,,2,5700000,5700000,78,78,0,3,73077,1900000,0,,2,4,4,,1,0,0,0,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,921,421,6110,23/11/2017,תל אביב -יפו,דרך בגין,144,,0,3200000,3200000,67,67,0,3,47761,1066666.67,0,,19,50,338,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,379,6636,23/11/2017,תל אביב -יפו,קהלת לודז,34,,0,3499999,3499999,100,106,0,5,33019,699999.8,0,,1,2,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,17,678,6217,23/11/2017,תל אביב -יפו,אבן גבירול,106,,0,14750400,14750400,100,100,0,4,147504,3687600,0,,6,9,0,,0,0,0,0,2012,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,22,80,7463,23/11/2017,תל אביב -יפו,יפת,12,,0,3200000,3200000,140,140,0,2,22857,1600000,0,,2,5,25,,0,0,0,0,1920,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,603,6106,23/11/2017,תל אביב -יפו,דרך נמיר מרדכי,112,,2,2400000,3400000,65,65,0,3,52308,1133333.33,0,,1,6,12,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,0,186,6106,23/11/2017,תל אביב -יפו,זמר חנה,15,,0,3030000,3030000,72,72,0,2.5,42083,1212000,0,,1,4,12,,1,0,0,0,2008,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,4,782,6624,22/11/2017,תל אביב -יפו,נרקיס עוזי,10,,0,5275000,5275000,200,200,0,7,26375,753571.43,0,,0,3,4,,1,0,23,0,2000,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,61,6953,22/11/2017,תל אביב -יפו,הדסה,11,,4,2600000,2600000,50,47,0,2,55319,1300000,0,,1,4,16,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,0.5,,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,275,6212,22/11/2017,תל אביב -יפו,יהודה המכבי,31,,0,3500000,3500000,0,65,0,3,53846,1166666.67,0,,1,6,0,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,8,275,6212,22/11/2017,תל אביב -יפו,יהודה המכבי,31,,0,3200000,3200000,0,60,0,2,53333,1600000,0,,1,6,0,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,14,212,6903,22/11/2017,תל אביב -יפו,כהן הרמן,11,,0,16250000,16250000,249,185,0,5,87838,3250000,0,,5,6,15,,2,0,61,0,2012,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,0,26,6956,22/11/2017,תל אביב -יפו,מנדלשטם,8,,0,8570000,8570000,153,153,0,4,56013,2142500,0,,2,6,5,,0,0,0,0,2020,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,163,64,7096,22/11/2017,תל אביב -יפו,מיטב,5,,0,3531971,3531971,107,107,0,4,33009,882992.75,0,,26,27,170,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,22,176,6977,22/11/2017,תל אביב -יפו,לוינסקי,138,,0,1200002,1200002,50,50,0,2,24000,600001,0,,6,6,27,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,11,199,7047,22/11/2017,תל אביב -יפו,דב ממזריץ,16,,0,1490000,1490000,52,47,0,2.5,31702,596000,0,,2,4,10,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,2,82,6982,22/11/2017,תל אביב -יפו,דשבסקי,5,,0,850000,850000,55,55,0,2,15455,425000,0,,0,2,4,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,0.5,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,105,7024,22/11/2017,תל אביב -יפו,שד' ירושלים,70,,0,1300000,1300000,59,59,0,3,22034,433333.33,0,,1,4,5,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,28,6884,22/11/2017,תל אביב -יפו,שטרייכמן יחזקאל,16,,0,3800000,3800000,98,98,0,4,38776,950000,0,,5,6,21,,2,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1,,8
לא,דירת מגורים,דירה בבית קומות,רשות,-1,28,6884,22/11/2017,תל אביב -יפו,שטרייכמן יחזקאל,16,,0,3400000,3400000,108,108,0,4,31481,850000,0,,1,7,21,,2,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,13866/680000,,8
לא,דירת מגורים,דירה בבית קומות,רשות,12,137,7023,21/11/2017,תל אביב -יפו,קיוסו אלברט,6,,0,603882,603882,0,82,0,4,7364,150970.5,0,,4,4,0,,0,0,0,0,1970,,,מגורים,חכירה מאחר 1 שנה,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,42,32,7072,21/11/2017,תל אביב -יפו,שד ירושלים,33,,0,685515,685515,0,52,0,3,13183,228505,0,,1,3,0,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,5,7099,21/11/2017,תל אביב -יפו,יהודה הלוי,108,,0,3100001,3100001,69,69,0,3,44928,1033333.67,0,,2,4,7,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,64,340,6132,21/11/2017,תל אביב -יפו,"מח""ל",20,,0,2160000,2160000,120,95,0,4,22737,540000,0,,0,8,66,,1,0,19,0,2008,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,11,303,6132,21/11/2017,תל אביב -יפו,דרך בר-לב חיים,149,,4,1740002,1740002,89,89,0,4,19551,435000.5,0,,2,4,8,,1,0,0,0,2000,,,מגורים,בעלות,דירה בבית קומות,1,,2
