OBJECTID,POP_2018,USETYPE,USETYPECOD,CITY,MAINUSE,TAZAREA,SUMACCIDEN,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,Shape_Length,Shape_Area,CITYCODE,ACC_INDEX,YEARMONTH
5275,9948,מגורים,1,ראשון לציון,מגורים,852978,63,0,8,72,29,15,47,17,80,101,18,2,4,67,101,3765.786332,852977.6304,8300,73.8588803,202012
5276,6378,מגורים,1,טבריה,מגורים,1475818,13,0,1,26,1,10,17,0,27,29,3,0,2,20,29,6981.506433,1475817.504,6700,8.80867424,202012
5277,12277,מגורים,1,ירושלים,מגורים,346241,16,0,2,17,10,10,6,3,19,25,2,0,1,14,25,3958.16145,346241.1813,3000,46.21058742,202012
5278,5341,מגורים,1,הרצלייה,מגורים,499512,14,0,0,18,4,2,13,2,18,25,2,0,1,17,25,3065.801625,499511.9653,6400,28.0273547,202012
5279,0,פנאי/טבע/ספורט,3,קריית אתא,שטח פתוח,508601,4,0,0,19,0,7,10,2,19,14,0,0,0,13,14,3692.333816,508601.2067,6800,7.864711237,202012
5280,4250,מגורים,1,אשדוד,מגורים,339317,38,0,0,79,7,12,55,11,79,72,4,3,0,56,72,2799.189086,339317.0836,70,111.9896734,202012
5281,0,פנאי/טבע/ספורט,3,באר שבע,שטח פתוח,681282,1,0,0,6,0,1,5,0,6,2,0,0,0,2,2,4962.864616,681282.3769,9000,1.467820961,202012
5282,2992,מגורים,1,טל שחר נחשון בקוע נווה שלום,מגורים,28874994,36,1,10,79,2,13,68,9,90,73,3,1,5,54,73,34926.8309,28874993.83,0,1.246753506,202012
5283,1737,מגורים,1,תל אביב -יפו,מגורים,230938,84,1,11,106,6,14,94,9,118,176,44,5,4,101,176,1966.35904,230938.1757,5000,363.7339892,202012
5284,19257,מגורים,1,בני ברק,מגורים,435224,44,0,9,42,36,23,15,12,51,55,8,2,4,21,55,2970.819358,435223.6548,6100,101.097366,202012
5285,0,עתידי/לא ידוע,5,דאהרייה,לא ידוע,58946757,6,1,2,12,0,0,15,0,15,13,0,1,0,7,13,40071.50737,58946756.63,0,0.10178677,202012
5286,6431,מגורים,1,תל מונד,מגורים,2870532,24,0,3,33,5,8,23,5,36,42,5,0,1,30,42,12031.70727,2870532.231,154,8.360819528,202012
5287,3785,מגורים,1,חריש,מגורים,968525,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,4150.275826,968525.4891,1247,1.03249787,202012
5288,0,עתידי/לא ידוע,5,דאר סלאח,לא ידוע,10193417,3,0,1,9,0,6,3,1,10,4,0,0,0,3,4,15875.39394,10193417.1,0,0.294307591,202012
5289,823,מגורים,1,נצר סרני,מגורים,2787017,1,0,0,1,0,0,1,0,1,2,0,1,0,1,2,9408.084428,2787016.769,0,0.358806566,202012
5290,1997,מגורים,1,תל אביב -יפו,מגורים,200117,54,0,11,65,17,28,42,4,76,95,30,0,7,42,95,1981.948464,200116.8325,5000,269.8421423,202012
5291,0,תעשיה/מסחר/מתקנים,4,טירת כרמל,תעשיה,394531,5,0,0,5,4,0,5,0,5,6,0,0,0,5,6,2719.150739,394531.4559,2100,12.67327536,202012
5292,11875,מגורים,1,אשקלון,מגורים,4025249,10,0,1,19,2,3,17,0,20,18,2,1,0,14,18,8992.23774,4025249.403,7100,2.484318361,202012
5293,5479,מגורים,1,שוהם,מגורים,929400,2,0,0,2,2,1,1,0,2,2,0,0,0,2,2,4615.326809,929399.5328,1304,2.151925974,202012
5294,5626,מגורים,1,כרמיאל,מגורים,924397,15,0,1,21,6,11,9,1,22,24,1,0,1,19,24,4838.365818,924396.69,1139,16.22679433,202012
5295,2436,מגורים,1,חולון,מגורים,284410,15,1,1,16,4,3,7,8,18,27,8,0,1,15,27,2601.367979,284410.0501,6600,52.74076158,202012
5296,5454,מגורים,1,עברון מזרעה בן עמי,מגורים,7953196,39,1,2,117,2,23,78,19,120,98,4,1,0,88,98,14509.36608,7953195.953,0,4.903689033,202012
5297,658,מגורים,1,פלמחים,מגורים,6105517,18,4,2,41,6,14,31,2,47,34,2,2,0,27,34,13991.89414,6105516.727,0,2.948153285,202012
5298,0,עתידי/לא ידוע,5,סענג'יל,לא ידוע,64309548,16,2,10,51,0,16,45,2,63,37,1,0,0,26,37,42282.092,64309548.24,0,0.248796648,202012
5299,425,מגורים,1,כחל,מגורים,20117263,20,0,2,89,0,25,62,3,91,44,2,1,0,31,44,34279.99011,20117263.39,0,0.994171026,202012
5300,4407,מגורים,1,ראשון לציון,מגורים,528866,10,0,2,14,5,6,10,0,16,23,0,0,2,20,23,3525.104441,528865.8729,8300,18.90838133,202012
5301,0,פנאי/טבע/ספורט,3,יישובים בדואים לא מוכרים,שטח פתוח,65835066,58,6,5,153,2,29,125,10,164,121,1,6,1,81,121,63537.39705,65835065.7,0,0.880989471,202012
5302,0,תעשיה/מסחר/מתקנים,4,כפר שמריהו,שדה תעופה,1168040,16,0,3,20,0,2,20,1,23,34,6,0,0,25,34,5227.192982,1168040.137,267,13.69816102,202012
5303,0,תעשיה/מסחר/מתקנים,4,יקנעם עילית,תעשיה,2213735,57,0,14,152,1,39,123,4,166,130,1,10,0,96,130,14635.27157,2213735.397,240,25.74833935,202012
5304,7412,מגורים,1,גדרה,מגורים,1054363,7,0,0,9,2,4,4,0,9,15,3,0,1,11,15,4332.271373,1054362.919,2550,6.63907971,202012
5305,3733,מגורים,1,באר שבע,מגורים,347151,14,2,0,28,3,6,20,4,30,29,2,1,0,24,29,2395.975875,347150.974,9000,40.32827214,202012
5306,0,עתידי/לא ידוע,5,רעננה,שטח לדרכים,495014,4,1,1,3,0,0,3,2,5,9,0,1,0,6,9,3402.599563,495013.739,8700,8.080579539,202012
5307,10482,מגורים,1,קלנסווה,מגורים,6025328,14,2,3,21,4,8,15,3,26,22,1,1,0,16,22,11417.27884,6025328.018,638,2.32352496,202012
5308,13994,מגורים,1,בני ברק,תעשיה+מגורים,432759,34,1,8,30,25,18,13,8,39,45,7,3,1,24,45,3605.798998,432758.6082,6100,78.56566819,202012
5309,0,מוסדי/ציבורי,2,חיפה,קריית הממשלה,164029,22,1,1,31,6,4,26,3,33,37,2,2,0,22,37,1855.790939,164029.2201,4000,134.1226247,202012
5310,519,מגורים,1,עדנים,מגורים,1528305,12,0,1,20,1,1,19,1,21,22,3,0,0,15,22,5651.562028,1528304.694,0,7.851835857,202012
5311,8946,מגורים,1,פרדס חנה אזורים סטטיסטיים 78 ונווה אבות,מגורים+מוסדי,8640781,66,2,8,103,12,20,77,16,113,129,8,3,2,101,129,14737.71357,8640781.41,0,7.638198445,202012
5312,6207,מגורים,1,לוד,מגורים,837568,24,2,5,23,6,10,19,1,30,44,8,1,5,22,44,4042.094448,837568.212,7000,28.65438985,202012
5313,4422,מגורים,1,ירושלים,מגורים+ מכללה אקדמאית+ בית חולים,317382,43,1,5,52,23,13,35,7,58,63,13,0,7,27,63,2840.741509,317382.4149,3000,135.4834238,202012
5314,970,מגורים,1,תל אביב -יפו,תעשיה+ מגורים,188991,86,0,7,103,25,6,81,4,110,166,54,3,11,75,166,1819.914613,188991.4506,5000,455.048124,202012
5315,5656,מגורים,1,חיפה,מגורים,541689,39,0,3,77,1,17,50,13,80,83,2,2,0,72,83,3922.042743,541689.326,4000,71.99703151,202012
5316,8979,מגורים,1,אשקלון,מגורים,764276,41,1,2,73,10,20,43,13,76,74,2,0,1,63,74,3671.090336,764276.0533,7100,53.64554166,202012
5317,5033,מגורים,1,מודיעין-מכבים-רעות*,מגורים,560801,13,0,0,27,1,8,15,4,27,29,0,0,0,29,29,4729.756742,560800.7911,1200,23.18112842,202012
5318,5488,מגורים,1,סח'נין,מגורים,4606249,2,0,0,10,0,3,7,0,10,3,0,0,0,3,3,10447.18627,4606249.345,7500,0.434192767,202012
5319,386,מוסדי/ציבורי,2,מקווה ישראל,מוסדי,1619017,13,0,0,19,2,3,14,2,19,27,0,0,0,24,27,5356.582474,1619017.326,0,8.029563618,202012
5320,578,מגורים,1,הילה,מגורים,12255899,8,0,3,19,1,6,16,0,22,12,1,0,0,7,12,23591.74532,12255899.14,0,0.652746894,202012
5321,0,תעשיה/מסחר/מתקנים,4,מתקן מחיזור חירייה,מתקן מיחזור,3015576,63,1,14,95,2,15,80,13,110,137,28,4,1,86,137,9554.970234,3015575.718,0,20.89153117,202012
5322,1825,מגורים,1,גן שמואל תלמי אלעזר,מגורים,13078260,11,0,2,22,0,8,16,0,24,25,1,0,0,19,25,29594.20992,13078259.69,0,0.841090481,202012
5323,0,עתידי/לא ידוע,5,ירושלים,מיועד למגורים,369442,15,0,1,29,0,9,18,3,30,28,2,1,0,20,28,2666.434947,369441.9982,3000,40.6017724,202012
5324,0,תעשיה/מסחר/מתקנים,4,רמת השרון,תעשיה ומסחר,294968,7,0,3,7,4,1,7,2,10,11,2,1,0,7,11,3214.968539,294967.9141,2650,23.73138781,202012
5325,3451,מגורים,1,קריית עקרון,מגורים,803691,6,2,1,4,3,2,4,1,7,11,2,0,0,7,11,4254.351734,803690.8548,469,7.465555792,202012
5326,4503,מגורים,1,באר שבע,מגורים,425791,10,0,0,16,1,3,10,2,16,18,0,0,0,17,18,2843.367498,425790.5549,9000,23.48570073,202012
5327,3868,מגורים,1,רעננה,מגורים,242682,11,0,0,12,4,1,9,2,12,18,4,1,0,9,18,2093.824149,242682.158,8700,45.32680627,202012
5328,5549,מגורים,1,ירושלים,מגורים,380336,19,0,1,26,6,7,16,4,27,31,4,0,0,21,31,3584.469577,380335.6154,3000,49.95582853,202012
5329,6204,מגורים,1,תל אביב -יפו,מגורים,697440,24,1,5,27,5,4,23,6,33,42,7,0,0,28,42,4784.687692,697439.7328,5000,34.41156228,202012
5330,5033,מגורים,1,חיפה,מגורים,289178,8,0,1,7,5,1,3,4,8,14,1,0,0,13,14,2390.180071,289178.3294,4000,27.66462179,202012
5331,0,תעשיה/מסחר/מתקנים,4,כפר סבא,תעשיה,927334,51,0,7,68,13,11,54,10,75,92,10,0,2,68,92,5775.978789,927333.9807,6900,54.99636593,202012
5332,4379,מגורים,1,בנימינה-גבעת עדה*,מגורים,12007929,19,0,8,27,1,9,24,2,35,33,0,0,2,28,33,19375.65286,12007928.79,0,1.582287837,202012
5333,2416,מגורים,1,מעלה אדומים,מגורים,373034,2,0,0,4,0,0,4,0,4,5,1,0,0,4,5,2817.95393,373033.8604,0,5.361441584,202012
5334,6295,מגורים,1,נס ציונה,מגורים,3069094,4,0,0,5,0,1,3,1,5,8,2,0,1,5,8,7503.073722,3069094.045,7200,1.303316223,202012
5335,5008,מגורים,1,נצרת,מגורים,388099,7,0,1,17,1,3,13,2,18,14,2,0,0,11,14,2918.500638,388098.5899,7300,18.03663498,202012
5336,5121,מגורים,1,תל אביב -יפו,מגורים,414942,6,0,0,7,4,2,5,0,7,10,4,0,0,6,10,4326.211425,414941.7077,5000,14.45985222,202012
5337,5046,מגורים,1,אשקלון,מגורים,1022388,59,4,8,102,8,29,73,11,114,113,5,3,2,73,113,4197.886894,1022387.748,7100,57.70803257,202012
5338,9117,מגורים,1,מודיעין-מכבים-רעות*,מגורים,944055,3,0,1,5,1,2,3,1,6,5,0,0,0,4,5,5112.204828,944054.5775,1200,3.177780956,202012
5339,3092,מגורים,1,פרוד כפר שמאי שפר אמירים כפר חנניה,מגורים,43622144,84,8,25,250,1,66,206,11,283,173,8,8,0,133,173,33663.67127,43622144.17,0,1.925627498,202012
5340,2406,מגורים,1,בית שמש,מגורים,205362,4,0,2,3,2,2,3,0,5,6,0,1,0,5,6,2378.404974,205361.5562,2610,19.47780018,202012
5341,5916,מגורים,1,ירכא,מגורים,2486398,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,7600.339663,2486398.481,502,0.402188226,202012
5342,0,תעשיה/מסחר/מתקנים,4,חיפה,תעשיה+ מכללה,2917108,74,0,6,130,5,17,106,12,136,146,7,4,4,108,146,7713.121115,2917108.045,4000,25.36759009,202012
5343,4335,מגורים,1,רחובות,מגורים,783535,11,0,2,10,3,4,5,3,12,18,1,0,1,12,18,4073.654427,783534.9803,8400,14.03893891,202012
5344,2858,מגורים,1,ירושלים,מגורים,251461,6,0,0,7,0,0,7,0,7,11,1,0,0,9,11,2631.835487,251461.3242,3000,23.86055889,202012
5345,6619,מגורים,1,רמת גן,מגורים,248393,31,0,4,36,13,4,26,10,40,50,12,1,3,24,50,2169.748371,248393.004,8600,124.8022287,202012
5346,6388,מגורים,1,זכרון יעקב,מגורים,3802911,29,2,4,48,2,7,43,3,54,61,4,2,2,49,61,15738.77249,3802911.063,9300,7.625737231,202012
5347,0,תעשיה/מסחר/מתקנים,4,קריית עקרון,תעשיה,625455,24,0,2,44,0,7,33,6,46,50,2,5,0,37,50,4751.787555,625455.311,469,38.37206514,202012
5348,1836,מגורים,1,רחוב תל תאומים רוויה שדי תרומות,מגורים,8500433,2,0,1,2,0,0,2,1,3,4,0,1,0,3,4,14022.41969,8500432.556,0,0.235282132,202012
5349,12637,מגורים,1,ביתר עילית,מגורים,554439,2,0,0,5,0,1,4,0,5,4,0,0,0,2,4,3927.531033,554439.0278,0,3.607249851,202012
5350,0,תעשיה/מסחר/מתקנים,4,פתח תקווה,תעשיה,1787895,13,0,1,23,0,2,21,1,24,29,2,2,0,22,29,5884.78571,1787895.098,7900,7.271120508,202012
5351,4667,מגורים,1,ירושלים,מגורים,276936,1,0,0,3,0,1,2,0,3,2,0,0,0,2,2,2161.806985,276935.9546,3000,3.6109426,202012
5352,5941,מגורים,1,תל אביב -יפו,מגורים,575493,23,0,4,23,8,3,19,5,27,38,8,0,0,24,38,3687.021812,575493.2302,5000,39.96573373,202012
5353,6207,מגורים,1,חיפה,מגורים,1071113,10,0,1,11,5,2,7,3,12,16,2,0,0,12,16,5122.911572,1071113.053,4000,9.336083121,202012
5354,8356,מגורים,1,נתניה,מגורים,654444,56,2,8,53,47,2,28,29,63,71,3,1,2,46,71,5107.346589,654444.3906,7400,85.56881872,202012
5355,13322,מגורים,1,חדרה,מגורים,7127143,38,0,7,50,6,18,35,3,57,65,8,0,1,43,65,13253.42782,7127143.467,6500,5.331729699,202012
5356,3765,מגורים,1,גבעתיים,מגורים,275529,17,0,6,17,6,4,16,3,23,28,9,1,2,14,28,2654.794112,275529.1235,6300,61.69949443,202012
5357,3502,מגורים,1,נצרת,מגורים,332086,2,0,0,7,0,4,3,0,7,4,0,0,0,2,4,5008.947357,332085.6218,7300,6.022536331,202012
5358,5115,מגורים,1,תל אביב -יפו,מגורים,238191,7,0,1,8,4,4,4,1,9,9,2,0,1,3,9,2129.891161,238191.1236,5000,29.38818007,202012
5359,0,פנאי/טבע/ספורט,3,סמוך למשמר איילון,שטח פתוח,8596439,15,2,3,23,1,3,19,6,28,30,2,5,1,20,30,13280.57719,8596438.538,0,1.74490856,202012
5360,7010,מגורים,1,אשדוד,מגורים,350466,15,1,0,20,8,9,10,2,21,24,1,0,0,19,24,3089.339453,350466.2346,70,42.8001575,202012
5361,984,מגורים,1,מנרה משגב עם מרגליות,מגורים,16312755,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,29200.97247,16312755.19,0,0.061301724,202012
5362,0,פנאי/טבע/ספורט,3,בית שמש,שטח פתוח,625566,11,0,3,30,0,11,21,1,33,26,1,0,0,21,26,4329.554547,625566.3942,2610,17.58407586,202012
5363,4803,מגורים,1,הוד השרון,מגורים,1078427,10,0,2,14,1,1,13,2,16,23,5,1,0,13,23,5151.16739,1078427.352,9700,9.27276487,202012
5364,6362,מגורים,1,פקיעין חדשה פקיעין (בוקייעה),מגורים,7550837,12,1,4,23,0,3,25,0,28,25,1,2,0,20,25,17775.69784,7550837.106,0,1.58922779,202012
5365,493,מגורים,1,רמת גן,מגורים,589850,7,0,0,11,1,1,10,0,11,12,2,1,1,7,12,3377.127321,589850.4649,8600,11.86742392,202012
5366,9040,מגורים,1,אריאל,מגורים,2474450,45,2,9,51,19,6,44,12,62,72,11,4,1,45,72,7106.526975,2474449.897,0,18.18585948,202012
5367,29022,מגורים,1,אופקים,מגורים,10542599,54,3,5,80,11,18,62,7,88,96,2,5,3,65,96,13919.85311,10542598.92,31,5.122076634,202012
5368,0,תעשיה/מסחר/מתקנים,4,רחובות,תעשיה,358796,10,0,0,14,1,0,11,3,14,18,3,2,0,12,18,3679.906906,358795.5392,8400,27.87099076,202012
5369,4387,מגורים,1,ירושלים,מגורים,296113,19,1,4,30,4,9,20,6,35,36,3,0,0,28,36,3364.935956,296112.5401,3000,64.16469388,202012
5370,0,מוסדי/ציבורי,2,שלווה במדבר,מוסדי,539187686,9,5,8,16,0,5,19,3,29,20,1,1,0,14,20,134889.445,539187686.5,0,0.016691776,202012
5371,4814,מגורים,1,רמת גן,מגורים+ מכללה אקדמאית,257200,21,1,2,27,3,3,24,2,30,40,6,2,2,23,40,2722.16898,257200.4199,8600,81.64852255,202012
5372,0,פנאי/טבע/ספורט,3,מועצה אזורית זבולון,שטח פתוח,2018528,6,1,0,8,1,1,8,0,9,11,1,1,0,9,11,7793.167461,2018528.01,0,2.972463102,202012
5373,1410,מגורים,1,אביחיל,מגורים,1429845,1,0,0,1,0,0,1,0,1,2,0,0,0,2,2,5827.812775,1429845.235,0,0.699376506,202012
5374,8325,מגורים,1,עפולה,מגורים,4566177,43,1,5,71,17,20,52,5,77,70,4,1,2,60,70,11895.83541,4566177.423,7700,9.417068151,202012
5375,2776,מגורים,1,מבשרת ציון,מגורים,748866,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,3553.110124,748865.6374,1015,1.335352386,202012
5376,2308,מגורים,1,פתח תקווה,מגורים,342184,8,0,0,9,4,1,5,3,9,12,1,0,0,11,12,2446.167058,342183.858,7900,23.37923456,202012
5377,193,פנאי/טבע/ספורט,3,תל אביב -יפו,פנאי ונופש,615453,28,0,6,23,10,4,21,3,29,53,11,2,4,28,53,3539.080984,615452.8174,5000,45.49494437,202012
5378,5627,מגורים,1,חיפה,מגורים,963890,4,0,1,3,1,0,3,1,4,9,1,0,0,7,9,4157.432768,963890.2358,4000,4.149851124,202012
5379,3546,מגורים,1,נתניה,מגורים,244350,13,0,0,15,3,4,7,3,15,25,4,0,0,18,25,2398.160226,244349.6352,7400,53.20237364,202012
5380,0,מוסדי/ציבורי,2,עכו,מוסדות ציבור+ מכללה אקדמאית,961427,7,1,2,12,0,4,11,0,15,18,3,1,0,13,18,4308.159165,961427.2864,7600,7.280843995,202012
5381,2782,מגורים,1,שורש שואבה בית מאיר,מגורים,12711101,42,1,11,113,1,32,85,6,125,97,5,5,0,71,97,20345.77884,12711101.25,0,3.304198433,202012
5382,5785,מגורים,1,קריית אונו,מגורים,675566,8,1,0,12,1,1,9,3,13,18,1,0,0,12,18,3834.220491,675566.2687,2620,11.84192218,202012
5383,399,מגורים,1,נחשונים,מגורים,4138845,27,0,9,49,2,18,37,3,58,58,3,6,0,42,58,9667.553923,4138844.781,0,6.523559109,202012
5384,0,עתידי/לא ידוע,5,טולכרם,לא ידוע,29023578,3,0,0,6,0,1,2,3,6,6,0,0,0,5,6,24450.27487,29023578.45,0,0.103364237,202012
5385,3409,מגורים,1,שרשרת שיבולים מעגלים גבעולים מלילות,מגורים,15543072,5,0,1,11,0,2,9,1,12,9,0,2,0,5,9,20984.44221,15543072.07,0,0.32168673,202012
5386,9539,מגורים,1,ראשון לציון,מגורים,796860,9,0,0,18,3,1,14,3,18,16,2,1,0,9,16,3663.298134,796859.6718,8300,11.29433025,202012
5387,0,תעשיה/מסחר/מתקנים,4,קריית שמונה,תעשיה,2755818,7,0,1,26,0,11,16,0,27,16,0,1,0,12,16,8267.13629,2755818.395,2800,2.540080658,202012
5388,3705,מגורים,1,ירושלים,מגורים,253350,3,0,2,1,3,0,2,1,3,3,0,0,0,2,3,2462.29397,253350.4309,3000,11.84132623,202012
5389,8211,מגורים,1,רעננה,מגורים,507454,43,1,1,52,22,14,25,14,54,70,8,2,4,46,70,2983.968714,507454.4316,8700,84.73674461,202012
5390,0,פנאי/טבע/ספורט,3,שטח ללא שיפוט,שטח פתוח,678233,19,0,0,38,2,5,31,2,38,37,1,0,0,30,37,3777.349388,678233.4515,0,28.0139716,202012
5391,0,תעשיה/מסחר/מתקנים,4,רמת גן,תעשיה ומסחר,222089,26,0,3,38,0,3,34,4,41,60,8,4,0,33,60,1998.874408,222088.6232,8600,117.0701836,202012
5392,0,פנאי/טבע/ספורט,3,באר שבע,שטח פתוח,5098859,4,0,0,6,0,0,6,0,6,8,1,0,0,7,8,12752.41559,5098859.224,9000,0.784489236,202012
5393,3339,מגורים,1,רמלה,מגורים,359250,2,0,1,1,2,1,1,0,2,2,0,0,0,1,2,2550.897822,359249.6301,8500,5.567153793,202012
5394,1647,מגורים,1,צופר פארן ספיר צוקים,מגורים,785967807,11,6,12,45,0,8,37,18,63,20,0,6,0,12,20,133931.1982,785967807.1,0,0.013995484,202012
5395,802,מגורים,1,רמת גן,מגורים,290613,12,0,1,17,2,3,10,5,18,23,2,0,1,17,23,2699.138566,290612.7028,8600,41.29202754,202012
5396,5646,מגורים,1,נהלל גיניגר שריד כפר ברוך גבת יפעת רמת דוד,מגורים,73906781,82,2,14,201,2,33,165,18,217,178,6,5,1,141,178,53201.04052,73906781.07,0,1.109505771,202012
5397,2732,מגורים,1,גאולים ינוב תנובות,מגורים,7960676,18,1,2,33,0,4,28,4,36,34,2,0,2,24,34,16733.1251,7960675.586,0,2.261114508,202012
5398,5724,מגורים,1,עפולה,מגורים,652818,68,0,4,106,29,14,85,9,110,118,3,1,0,100,118,4026.546015,652818.3217,7700,104.1637945,202012
5399,3363,מגורים,1,אפרת,מגורים,2766608,5,1,1,3,2,1,4,0,5,7,1,0,0,6,7,7330.379449,2766607.829,0,1.807267238,202012
5400,6096,מגורים,1,פתח תקווה,מגורים,748247,52,2,11,74,16,19,54,13,87,89,12,3,5,58,89,4171.127865,748246.9124,7900,69.49576811,202012
5401,6012,מגורים,1,תל אביב -יפו,מגורים,496542,56,1,8,57,28,6,38,14,66,88,23,0,3,35,88,3366.050584,496541.6198,5000,112.7799864,202012
5402,7324,מגורים,1,נתניה,מגורים,1612146,30,2,2,40,10,8,26,8,44,52,3,0,2,45,52,5171.446603,1612145.668,7400,18.60873643,202012
5403,6051,מגורים,1,דייר אל-אסד,מגורים,3495501,16,1,1,47,0,11,38,0,49,25,2,0,1,21,25,10802.4512,3495501.301,0,4.57731238,202012
5404,6042,מגורים,1,בית אל,מגורים,4944241,3,0,3,0,2,1,1,1,3,4,0,0,1,1,4,9416.855591,4944241.31,0,0.606766539,202012
5405,7940,מגורים,1,יהוד,מגורים,592589,30,0,5,40,14,5,31,8,45,52,8,2,0,35,52,4397.239853,592588.8042,0,50.62530692,202012
5406,0,פנאי/טבע/ספורט,3,קריית אתא,שטח פתוח,328386,4,0,2,8,0,1,5,4,10,8,0,0,0,7,8,3060.834499,328385.682,6800,12.18078724,202012
5407,8900,מגורים,1,רמלה,מגורים,623034,25,1,7,44,3,10,34,8,52,47,4,1,3,30,47,3700.227548,623034.1544,8500,40.12622104,202012
5408,832,מגורים,1,חצרים,מגורים,7561240,5,1,3,3,0,0,5,2,7,8,1,1,0,5,8,14104.9991,7561240.115,0,0.6612672,202012
5409,16383,מגורים,1,ראשון לציון,מגורים,727958,77,1,11,103,32,25,68,21,115,135,15,1,2,99,135,4831.802576,727957.7377,8300,105.7753332,202012
5410,6528,מגורים,1,בוקעאתא,מגורים,22741633,17,1,4,34,0,5,31,2,39,26,0,0,1,23,26,23315.35278,22741632.67,4001,0.747527673,202012
5411,11374,מגורים,1,ירושלים,מגורים,407267,24,0,4,21,14,7,14,2,25,38,3,2,1,21,38,2777.405248,407266.901,3000,58.92940012,202012
5412,3411,מגורים,1,רעננה,מגורים,250400,6,0,0,6,4,2,3,1,6,9,0,0,1,6,9,2051.503599,250399.8808,8700,23.96166134,202012
5413,0,מוסדי/ציבורי,2,אור יהודה,בסיס צבאי,557641,18,2,2,25,2,3,19,5,29,39,7,2,2,26,39,3590.69325,557641.2705,2400,32.27883172,202012
5414,3494,מגורים,1,כפר סבא,מגורים,256794,27,1,3,45,3,1,37,10,49,56,7,3,0,39,56,2144.690655,256793.971,6900,105.1426435,202012
5415,5559,מגורים,1,ירושלים,מגורים,486727,44,0,4,50,20,12,33,7,54,73,14,0,2,49,73,3136.923519,486727.161,3000,90.39975181,202012
5416,1322,מגורים,1,אור יהודה,מגורים,227806,3,0,0,3,1,0,3,0,3,7,0,0,0,7,7,1979.667843,227805.5822,2400,13.16910002,202012
5417,6093,מגורים,1,מגדל העמק,מגורים,1049392,7,0,1,7,6,4,2,2,8,9,0,0,1,8,9,5692.787624,1049391.535,874,6.670529221,202012
5418,2085,מגורים,1,אום אל-פחם,מגורים,5127306,53,2,2,122,2,31,93,2,126,103,3,3,1,80,103,15995.77657,5127306.219,2710,10.33681235,202012
5419,0,מגורים,1,גבעות,מגורים,2405740,3,0,0,4,0,0,4,0,4,6,0,0,0,5,6,6731.027128,2405739.604,0,1.24701755,202012
5420,4931,מגורים,1,פתח תקווה,מגורים,281115,12,0,3,18,3,6,13,2,21,22,3,0,1,15,22,2440.632649,281115.1172,7900,42.6871565,202012
5421,6803,מגורים,1,ירושלים,מגורים,282951,52,1,7,76,28,22,49,13,84,87,10,1,0,48,87,2266.307198,282950.537,3000,183.7774032,202012
5422,3494,מגורים,1,תל אביב -יפו,מגורים,341046,89,3,12,116,42,11,88,21,131,151,42,2,8,58,151,2489.946334,341045.5779,5000,260.9618644,202012
5423,9975,מגורים,1,ירוחם,מגורים,56127625,16,0,2,37,1,5,25,7,39,30,0,0,0,26,30,35567.28003,56127625.45,831,0.285064618,202012
5424,0,תעשיה/מסחר/מתקנים,4,פארק תעשיות בר לב,תעשיה,4852582,11,1,2,34,0,7,27,3,37,19,1,1,0,17,19,13404.96903,4852582.163,0,2.26683444,202012
5425,8400,מגורים,1,בת ים,מגורים,323976,35,0,2,38,20,7,26,7,40,60,7,1,2,44,60,2681.334684,323975.9525,6200,108.0326938,202012
5426,1238,מגורים,1,עין המפרץ,מגורים,1020751,3,0,0,6,0,0,5,1,6,11,1,2,0,5,11,4610.029006,1020750.505,0,2.939012551,202012
5427,1563,מגורים,1,בית אלעזרי,מגורים,5041479,9,4,1,16,2,2,14,5,21,15,0,0,0,11,15,10091.46521,5041478.898,0,1.785190417,202012
5428,0,עתידי/לא ידוע,5,בידיה,לא ידוע,25204345,7,4,3,7,1,2,12,0,14,16,3,1,0,9,16,23903.97136,25204345.37,0,0.277729891,202012
5429,979,מגורים,1,נבטים,מגורים,7565154,4,2,1,9,0,4,6,0,12,8,0,0,0,6,8,13444.49305,7565154.449,0,0.528740063,202012
5430,1518,מגורים,1,ראשון לציון,מגורים,300125,4,0,0,7,1,0,6,1,7,6,2,0,0,2,6,2251.074334,300125.3697,8300,13.32778009,202012
5431,8071,מגורים,1,טבריה,מגורים,680850,22,0,6,42,9,8,27,12,48,36,3,2,1,24,36,3806.931453,680850.1822,6700,32.31255049,202012
5432,4174,מגורים,1,ירושלים,מגורים,212103,2,0,0,2,2,2,0,0,2,2,0,0,0,2,2,2577.883526,212102.965,3000,9.429381008,202012
5433,3988,מגורים,1,הרצלייה,מגורים,242583,18,0,0,20,11,5,8,6,20,27,1,0,0,22,27,2454.327759,242583.0271,6400,74.20140735,202012
5434,3235,מגורים,1,אשדוד,מגורים,296332,9,0,1,16,3,5,9,3,17,15,0,0,0,11,15,2582.503899,296332.4113,70,30.37134025,202012
