OBJECTID,POP_2018,USETYPE,USETYPECOD,CITY,MAINUSE,TAZAREA,SUMACCIDEN,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,Shape_Length,Shape_Area,CITYCODE,ACC_INDEX,YEARMONTH
6899,7729,מגורים,1,מגאר,מגורים,4202151,8,0,2,17,4,7,12,0,19,12,1,0,0,11,12,15376.56319,4202151.32,481,1.903786894,202012
6900,8150,מגורים,1,בית שמש,מגורים,531308,9,0,1,10,6,5,5,1,11,14,0,0,1,9,14,3626.650527,531308.2903,2610,16.93932709,202012
6901,0,תעשיה/מסחר/מתקנים,4,חולון,תעשיה,649149,51,0,5,64,3,6,54,8,69,107,14,1,0,79,107,3566.735777,649148.8858,6600,78.56439739,202012
6902,0,פנאי/טבע/ספורט,3,טנטור,שטח פתוח,941453,14,0,0,69,0,13,54,2,69,46,1,1,0,36,46,4171.664358,941453.4262,0,14.87063082,202012
6903,0,פנאי/טבע/ספורט,3,כפר סבא,שטח פתוח,1120201,10,0,0,20,0,3,14,2,20,21,0,1,0,18,21,4810.81792,1120201.486,6900,8.926969356,202012
6904,363,מגורים,1,גיבתון,מגורים,280929,1,0,0,1,0,0,1,0,1,2,1,0,0,1,2,2152.796869,280929.4389,0,3.559618267,202012
6905,6464,מגורים,1,ירושלים,מגורים,426093,25,0,0,39,4,9,23,7,39,47,2,1,0,38,47,3368.324352,426093.0686,3000,58.67263719,202012
6906,0,מוסדי/ציבורי,2,בסיס רעים,בסיס צבאי,17608905,2,1,0,1,0,0,2,0,2,4,0,0,0,3,4,17601.95711,17608905.43,0,0.113578897,202012
6907,2566,מגורים,1,רמת השרון,מגורים,979038,4,0,0,5,0,0,5,0,5,8,2,1,0,4,8,4037.838148,979038.2394,2650,4.085643254,202012
6908,2773,מגורים,1,אבטין,מגורים,3943865,34,1,5,87,1,18,68,7,93,75,2,1,0,65,75,12947.71657,3943864.892,0,8.620984745,202012
6909,1955,מגורים,1,המעפיל אחיטוב,מגורים,7477989,7,0,3,8,0,2,9,0,11,14,0,1,1,9,14,15801.60381,7477988.502,0,0.936080543,202012
6910,5218,מגורים,1,בית שאן,מגורים,644806,17,0,2,16,8,2,14,2,18,26,2,1,1,18,26,3250.704778,644805.583,9200,26.36451894,202012
6911,20890,מגורים,1,מודיעין עילית,מגורים,924839,15,0,6,13,14,11,8,0,19,16,0,0,1,9,16,3807.641954,924839.1452,0,16.21903921,202012
6912,14098,מגורים,1,פתח תקווה,מגורים,737730,48,0,2,69,17,16,42,13,71,82,10,0,1,66,82,3622.063171,737730.0682,7900,65.06445448,202012
6913,0,מוסדי/ציבורי,2,תל אביב -יפו,מתחם ציבורי,345750,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,3141.437216,345749.6914,5000,2.892263196,202012
6914,2168,מגורים,1,חיפה,מגורים,455252,10,0,3,13,6,3,8,5,16,15,1,0,0,14,15,2886.641486,455252.0795,4000,21.96585627,202012
6915,6582,מגורים,1,נתניה,מגורים,440658,24,1,8,19,17,6,14,8,28,33,1,0,2,26,33,2696.384337,440657.6079,7400,54.4640061,202012
6916,3026,מגורים,1,חיפה,מגורים,411669,14,0,4,15,7,2,16,1,19,22,1,1,0,16,22,2946.749537,411668.9252,4000,34.00790441,202012
6917,2052,מגורים,1,בר גיורא נס הרים,מגורים,21261458,22,0,11,48,0,18,40,1,59,43,7,2,1,26,43,26409.50184,21261458.5,0,1.034736188,202012
6918,8143,מגורים,1,גבעתיים,מגורים,323721,48,3,4,46,22,3,33,17,53,89,19,0,2,53,89,2901.047531,323720.5471,6300,148.2758301,202012
6919,7101,מגורים,1,שפרעם,מגורים,2895197,1,0,0,7,0,5,2,0,7,2,0,0,0,2,2,8957.893794,2895197.37,8800,0.345399639,202012
6920,8600,מגורים,1,כפר קאסם,מגורים,2165136,1,0,0,3,0,0,3,0,3,2,0,1,0,1,2,7250.483766,2165135.978,634,0.461864751,202012
6921,6881,מגורים,1,ירושלים,מגורים,1326854,15,0,2,21,3,1,20,2,23,27,3,0,0,22,27,5906.578991,1326853.935,3000,11.30493634,202012
6922,0,פנאי/טבע/ספורט,3,מ.א. בני שמעון ומ.א. מרחבים,שטח פתוח,80180295,28,3,12,59,1,16,51,6,74,60,2,6,0,39,60,59797.16846,80180295.47,0,0.349212983,202012
6923,0,תעשיה/מסחר/מתקנים,4,ראשון לציון,מתקן הנדסה,3030293,56,1,8,95,1,18,77,8,104,107,13,3,1,84,107,8887.844505,3030292.666,8300,18.48006117,202012
6924,0,תעשיה/מסחר/מתקנים,4,כרם בן זמרה,תעשיה,1386599,6,0,0,20,0,4,16,0,20,12,1,0,0,8,12,5375.071235,1386599.469,0,4.327134233,202012
6925,2707,מגורים,1,הוד השרון,מגורים,433092,3,0,0,3,3,1,2,0,3,3,0,0,0,2,3,2671.89191,433091.8649,9700,6.926934693,202012
6926,3726,מגורים,1,מעלות-תרשיחא,מגורים,2846546,22,0,1,56,0,11,43,3,57,44,1,0,0,36,44,11317.69677,2846545.903,1063,7.728664845,202012
6927,1116,מגורים,1,בן זכאי,מגורים,6867862,43,5,17,73,3,10,71,12,95,95,8,16,0,57,95,15712.71598,6867861.853,0,6.261046014,202012
6928,1414,מגורים,1,אשכולות טנא,מגורים,49729467,14,1,10,46,0,9,46,2,57,34,0,0,0,21,34,45882.25129,49729466.95,0,0.281523226,202012
6929,3003,מגורים,1,באר שבע,מגורים,759894,5,0,0,11,0,3,7,0,11,10,0,0,0,8,10,3688.887859,759893.8753,9000,6.579865086,202012
6930,8083,מגורים,1,רמלה,מגורים,922047,12,1,4,18,5,4,16,3,23,20,3,0,0,15,20,5259.044736,922046.8181,8500,13.01452095,202012
6931,4570,מגורים,1,ירושלים,מגורים,253853,9,0,2,11,2,4,8,1,13,15,1,0,0,9,15,2342.318278,253853.4194,3000,35.45358928,202012
6932,10738,מגורים,1,באר טוביה שדה עוזיהו בית עזרא שתולים אמונים גבעתי עזריקם עזר עד הלום אורות,תעשיה+מגורים,47092479,68,4,19,135,0,29,115,13,158,139,11,6,1,109,139,40803.41311,47092479.16,0,1.443967305,202012
6933,5728,מגורים,1,רמת גן,מגורים,206300,13,0,0,18,6,4,11,3,18,23,3,0,0,15,23,2441.91216,206299.9419,8600,63.01502666,202012
6934,1603,מגורים,1,יגור,מגורים,5217710,42,4,7,103,1,15,94,5,114,97,4,10,0,65,97,12750.57182,5217710.249,0,8.049508309,202012
6935,2277,מגורים,1,בית יהושע כפר נטר,מגורים,5262482,10,0,2,9,1,2,9,0,11,19,3,0,0,11,19,16795.37363,5262481.647,0,1.900244029,202012
6936,156,תעשיה/מסחר/מתקנים,4,עפולה,תעשיה,418001,2,0,0,4,0,1,3,0,4,5,0,0,0,5,5,4814.878933,418000.6519,7700,4.784677549,202012
6937,0,מוסדי/ציבורי,2,מתתיהו,מוסדות ציבור,453528,1,2,0,3,5,2,3,0,5,1,0,1,0,0,1,2905.405739,453527.9665,0,2.204935528,202012
6938,4906,מגורים,1,פתח תקווה,מגורים,327258,14,0,2,14,6,1,12,3,16,22,1,0,1,17,22,2903.400627,327257.9944,7900,42.77970286,202012
6939,14031,מגורים,1,ירושלים,מגורים,1072843,39,1,2,62,15,9,46,7,65,62,6,2,1,35,62,5350.792847,1072843.361,3000,36.3520105,202012
6940,6216,מגורים,1,תל אביב -יפו,מגורים,819210,120,1,18,125,41,11,114,15,144,207,54,0,13,87,207,5276.952125,819210.0177,5000,146.4825869,202012
6941,3067,מגורים,1,חיפה,מגורים,454768,14,1,3,16,7,6,8,6,20,27,0,0,1,25,27,2940.252617,454768.071,4000,30.7849277,202012
6942,0,מוסדי/ציבורי,2,באר שבע,בסיס צבאי,1602606,1,0,0,3,0,0,3,0,3,2,0,0,0,1,2,5311.580075,1602606.499,9000,0.623983687,202012
6943,5074,מגורים,1,נתניה,מגורים,505512,23,1,3,32,7,9,22,5,36,39,2,0,2,25,39,2930.212842,505512.211,7400,45.49842536,202012
6944,4193,מגורים,1,גבעת זאב,מגורים,3428802,3,0,1,4,2,2,2,0,5,5,0,0,0,5,5,8149.074996,3428801.714,0,0.87494116,202012
6945,3969,מגורים,1,סביון*,מגורים,3633938,17,0,1,21,2,5,13,4,22,27,6,2,0,17,27,8798.38512,3633937.621,0,4.67812054,202012
6946,1921,מגורים,1,כפר דניאל גמזו,מגורים,12113794,17,1,6,37,3,3,35,6,44,49,3,5,0,37,49,17699.10008,12113793.88,0,1.403358849,202012
6947,3683,מגורים,1,שבי שומרון ענב אבני חפץ,מגורים,16474954,21,1,5,67,3,26,44,2,73,40,0,1,0,30,40,31087.27201,16474953.74,0,1.274662133,202012
6948,7434,מגורים,1,קריית מלאכי,מגורים,625657,8,1,5,4,7,2,5,3,10,10,1,0,0,7,10,3964.99562,625656.5671,1034,12.78655877,202012
6949,5697,מגורים,1,ראשון לציון,מגורים,856748,22,1,3,42,2,5,35,5,46,46,7,1,1,34,46,3690.263003,856748.4158,8300,25.67849589,202012
6950,7531,מגורים,1,כפר הנשיא טובא-זנגרייה,מגורים,19154201,3,0,1,7,0,3,5,0,8,5,0,0,0,5,5,27488.74009,19154200.86,0,0.156623604,202012
6951,595,מגורים,1,הוד השרון,מגורים,285740,3,0,0,3,1,1,2,0,3,8,0,0,0,8,8,2240.399075,285740.4482,9700,10.49905509,202012
6952,18352,מגורים,1,קריית ביאליק,מגורים,1194087,40,1,7,42,31,12,27,11,50,59,3,1,0,51,59,5047.355935,1194086.782,9500,33.49839668,202012
6953,0,פנאי/טבע/ספורט,3,רמת השרון,שטח פתוח,446439,13,0,2,17,0,0,18,1,19,27,5,0,0,18,27,3405.508845,446439.0236,2650,29.11931977,202012
6954,0,מוסדי/ציבורי,2,כפר סבא,בית חולים,130906,1,0,0,2,0,0,1,1,2,2,0,0,0,1,2,1601.799205,130905.5965,6900,7.639069256,202012
6955,1575,מגורים,1,ירושלים,מגורים,449811,3,0,0,5,0,0,5,0,5,6,0,0,0,6,6,3565.659433,449810.9932,3000,6.669467843,202012
6956,4702,מגורים,1,אור יהודה,מגורים,504502,18,0,2,36,11,15,22,0,38,30,5,1,0,20,30,2849.565022,504502.1703,2400,35.67874855,202012
6957,9267,מגורים,1,זרזיר מנשית זבדה,מגורים,12805201,46,2,13,126,1,34,99,7,141,98,2,3,0,82,98,22077.90416,12805201.48,0,3.592290351,202012
6958,748,מגורים,1,יקום,מגורים,5494292,5,0,2,4,0,0,6,0,6,9,5,0,0,4,9,10318.75236,5494292.218,0,0.91003536,202012
6959,2105,מגורים,1,מבשרת ציון,מגורים,355119,5,0,3,2,0,0,4,1,5,9,3,1,0,2,9,3230.660011,355118.7361,1015,14.07978734,202012
6960,5802,מגורים,1,פתח תקווה,מגורים,393721,13,0,0,15,3,1,10,2,15,23,2,0,1,19,23,3373.149082,393720.7433,7900,33.01830484,202012
6961,8457,מגורים,1,ירושלים,מגורים,659047,22,1,3,41,4,15,27,3,45,40,3,0,2,29,40,4342.102913,659047.3737,3000,33.38153425,202012
6962,9874,מגורים,1,תל אביב -יפו,מגורים,537819,85,0,12,80,34,10,66,14,92,141,35,0,7,74,141,3649.711074,537819.4332,5000,158.0457366,202012
6963,4542,מגורים,1,נתניה,תעשיה+מגורים,309792,12,0,0,16,11,7,7,2,16,16,2,0,0,12,16,2251.470613,309792.1137,7400,38.7356678,202012
6964,1227,מגורים,1,לבון חלוץ,מגורים,5296140,11,1,1,25,0,5,22,0,27,20,0,2,0,16,20,13723.46507,5296139.695,0,2.07698437,202012
6965,8194,מגורים,1,כוכב יעקב,מגורים,1790256,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,7517.305853,1790255.731,0,0.558579332,202012
6966,8365,מגורים,1,בת ים,מגורים,259275,80,1,9,100,33,16,63,23,110,126,25,0,4,62,126,2281.375163,259274.9146,6200,308.552695,202012
6967,2470,מגורים,1,כרם בן שמן גינתון בן שמן (כפר נוער) בן שמן (מושב),מגורים+מוסדי,6548257,70,4,7,159,0,32,130,7,170,142,10,7,2,108,142,14569.32802,6548256.956,0,10.68986755,202012
6968,0,תעשיה/מסחר/מתקנים,4,ראשון לציון,תעשיה,1406057,33,1,11,42,3,11,39,3,54,69,14,3,4,42,69,5138.333948,1406056.506,8300,23.46988778,202012
6969,2277,מגורים,1,מצפה כפר חיטים ארבל כפר זיתים,מגורים,35600763,25,1,5,58,2,11,46,7,64,51,1,3,0,41,51,34035.28076,35600763.12,0,0.70223214,202012
6970,0,עתידי/לא ידוע,5,עמק ליפתא,לא ידוע,1006149,7,0,3,7,4,2,8,0,10,13,2,0,0,6,13,6284.954339,1006149.325,0,6.957220054,202012
6971,4770,מגורים,1,הרצלייה,מגורים,562961,2,0,0,3,0,0,2,1,3,3,0,0,0,3,3,3577.01043,562960.6113,6400,3.552643966,202012
6972,0,פנאי/טבע/ספורט,3,קריית אתא,שטח פתוח,1002339,6,0,0,16,0,4,12,0,16,13,0,0,0,12,13,4361.90327,1002338.735,6800,5.985998749,202012
6973,2351,מגורים,1,אשדוד,ציבורי+מגורים,686216,14,0,3,14,9,4,8,5,17,20,1,0,0,14,20,3707.222413,686215.9692,70,20.40173939,202012
6974,0,תעשיה/מסחר/מתקנים,4,באר שבע,תעשיה,877065,3,1,2,5,0,3,5,0,8,4,0,0,0,2,4,4448.049785,877064.9802,9000,3.420499051,202012
6975,2752,מגורים,1,כפר סבא,מגורים,261612,9,0,2,8,4,0,7,3,10,13,2,0,0,9,13,2288.987449,261611.7997,6900,34.40209165,202012
6976,3846,מגורים,1,ירושלים,מגורים,213166,13,0,4,13,4,1,10,5,17,21,1,0,2,16,21,2768.228311,213165.5071,3000,60.98533537,202012
6977,5069,מגורים,1,אור יהודה,מגורים,432550,13,0,1,16,8,2,13,1,17,19,2,0,1,14,19,3227.32147,432549.6169,2400,30.05432898,202012
6978,8521,מגורים,1,נצרת,מגורים,669123,16,0,2,34,3,7,25,4,36,36,1,1,0,28,36,5115.792408,669122.8674,7300,23.91189662,202012
6979,3285,מגורים,1,טירה,מגורים,2694320,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,7639.333534,2694319.587,2720,0.371151162,202012
6980,3093,מגורים,1,בסמה,מגורים,10711072,11,0,2,26,0,8,17,3,28,17,1,0,0,15,17,21025.10933,10711072.16,0,1.026974704,202012
6981,0,עתידי/לא ידוע,5,מעלה אדומים אי-1 מגורים,לא ידוע,4170079,15,1,2,36,1,14,25,0,39,24,2,1,0,17,24,8504.594896,4170078.524,0,3.597054157,202012
6982,0,תעשיה/מסחר/מתקנים,4,נמל תעופה בן גוריון,נמל תעופה,14004097,22,1,2,42,2,8,33,4,45,46,5,2,1,32,46,22671.81604,14004096.86,0,1.570968839,202012
6983,980,מגורים,1,תל אביב -יפו,תעשיה+מגורים,458180,85,1,4,104,10,9,96,3,109,162,47,4,7,76,162,3255.420092,458180.3632,5000,185.5166092,202012
6984,4173,מגורים,1,כרמיאל,מגורים,773843,14,1,0,16,12,4,8,4,17,18,3,0,0,13,18,4798.51017,773843.0472,1139,18.09152503,202012
6985,13598,מגורים,1,בת ים,מגורים,367827,42,0,4,44,22,9,28,9,48,66,12,1,2,40,66,2601.583474,367827.089,6200,114.1841137,202012
6986,917,מגורים,1,עכו,מגורים+ תעשיה,655613,34,1,3,55,19,12,42,5,59,49,2,0,1,39,49,4185.885507,655612.7475,7600,51.85986245,202012
6987,6759,מגורים,1,חפץ חיים יד בנימין גני טל בית חלקיה,מגורים,10899719,9,0,0,13,1,3,10,0,13,15,0,1,0,11,15,15621.25104,10899719.35,0,0.82570936,202012
6988,2391,מגורים,1,חלמיש עטרת,מגורים,8807874,14,2,1,45,0,10,37,0,48,28,1,1,0,19,28,18113.69823,8807874.178,0,1.589486861,202012
6989,6467,מגורים,1,נהרייה,מגורים,1134772,29,0,5,36,16,11,26,4,41,46,4,0,3,34,46,4452.754364,1134772.206,9100,25.55579447,202012
6990,4862,מגורים,1,ראשון לציון,מגורים,330612,7,0,1,11,0,2,7,3,12,16,2,0,0,12,16,2602.96361,330611.9323,8300,21.17285519,202012
6991,5595,מגורים,1,טבריה,מגורים,1128506,13,0,2,22,1,9,13,2,24,26,6,0,0,13,26,6811.967045,1128505.871,6700,11.51965519,202012
6992,6343,מגורים,1,ירושלים,מגורים+ בית חולים,459098,12,0,2,11,11,4,7,2,13,20,1,0,0,13,20,3105.631815,459097.6114,3000,26.13821014,202012
6993,3497,מגורים,1,הרצלייה,מגורים+ מכללה אקדמאית,764986,11,0,1,12,7,4,7,0,13,15,6,0,0,8,15,4020.561557,764985.7368,6400,14.37934812,202012
6994,6602,מגורים,1,קריית אתא,מגורים,1739985,14,0,1,31,0,9,22,1,32,28,1,0,1,23,28,5416.473266,1739985.24,6800,8.046046374,202012
6995,2984,מגורים,1,אשדוד,מגורים,628229,22,0,0,27,17,6,16,3,27,28,2,0,2,22,28,3399.873782,628229.0407,70,35.01907744,202012
6996,20615,מגורים,1,בני ברק,מגורים,385812,55,0,7,61,39,28,25,14,68,74,11,1,4,41,74,2651.075525,385812.3777,6100,142.5564783,202012
6997,1098,מגורים,1,רמת הכובש,מגורים,2863335,2,1,0,3,0,0,4,0,4,6,1,0,0,3,6,7069.753961,2863335.024,0,0.698486206,202012
6998,4081,מגורים,1,כפר קרע,מגורים,1721925,4,0,1,8,1,2,7,0,9,7,0,0,0,5,7,7091.907314,1721925.416,654,2.322981547,202012
6999,9452,מגורים,1,לוד,מגורים,538597,10,1,3,13,4,4,11,2,17,19,1,0,3,10,19,3231.847325,538597.0985,7000,18.56675771,202012
7000,1002,מוסדי/ציבורי,2,תל אביב -יפו,מתחם ציבורי,681513,30,0,5,28,13,4,26,2,33,47,10,2,4,19,47,4292.104093,681513.4744,5000,44.01970322,202012
7001,0,עתידי/לא ידוע,5,טירת כרמל,מיועד למגורים,327507,6,0,2,10,1,4,7,1,12,10,0,0,1,8,10,2296.935421,327507.3001,2100,18.32021911,202012
7002,6187,מגורים,1,קריית גת,מגורים,451635,12,0,6,13,14,5,12,2,19,16,1,0,0,14,16,3307.91621,451634.8066,2630,26.57012853,202012
7003,979,מגורים,1,הררית אבטליון,מגורים,39197220,32,4,5,99,1,30,71,7,108,57,1,1,1,48,57,50315.29938,39197219.76,0,0.816384427,202012
7004,6459,מגורים,1,חולון,מגורים,332246,33,0,4,43,13,14,24,9,47,57,4,1,3,40,57,2418.691307,332245.5137,6600,99.32399487,202012
7005,648,מגורים,1,סאסא צבעון,מגורים,20461390,12,0,3,26,0,4,24,1,29,21,3,2,0,14,21,33667.8193,20461389.56,0,0.586470421,202012
7006,2220,מגורים,1,בני דרום ניר גלים,מגורים,7164358,5,0,1,27,0,3,16,9,28,13,0,4,0,6,13,13696.95484,7164358.231,0,0.69789924,202012
7007,0,עתידי/לא ידוע,5,ביר זית,לא ידוע,50062338,21,2,2,61,0,10,53,2,65,49,1,0,0,32,49,45165.11981,50062337.75,0,0.419477013,202012
7008,324,תעשיה/מסחר/מתקנים,4,חזון,תעשיה,4936040,8,0,4,18,1,7,15,0,22,14,1,0,0,11,14,13865.27674,4936040.354,0,1.620732409,202012
7009,4770,מגורים,1,רחובות,מגורים,224659,33,1,2,38,24,5,24,12,41,45,4,0,2,24,45,2609.630175,224658.8552,8400,146.8892855,202012
7010,0,מוסדי/ציבורי,2,מצפה רמון,בסיס צבאי,30729912,3,1,3,8,0,6,6,0,12,6,0,1,0,5,6,27709.69176,30729911.96,99,0.097624751,202012
7011,2780,מגורים,1,הרצלייה,מגורים,367607,10,2,1,9,4,1,10,1,12,17,7,1,0,7,17,2837.264708,367607.4547,6400,27.20296403,202012
7012,0,תעשיה/מסחר/מתקנים,4,קריית אתא,תעשיה,1947567,31,0,2,80,1,12,58,12,82,61,3,5,0,43,61,6990.676861,1947566.749,6800,15.91729578,202012
7013,5883,מגורים,1,גדרה,מגורים,1522619,11,0,1,10,8,6,3,2,11,14,0,0,1,13,14,5147.837337,1522619.054,2550,7.224394284,202012
7014,3909,מגורים,1,באר שבע,מגורים,440357,7,0,1,9,2,3,6,1,10,13,1,2,0,6,13,3127.783177,440357.1675,9000,15.89619332,202012
7015,6666,מגורים,1,רעננה,מגורים,689359,12,0,2,19,3,7,12,2,21,21,2,0,0,17,21,3555.331919,689358.7836,8700,17.40747564,202012
7016,0,מוסדי/ציבורי,2,ירושלים,בסיס צבאי,342801,2,0,2,0,1,0,1,1,2,2,1,0,0,1,2,2757.72964,342800.6022,3000,5.834288698,202012
7017,1190,מגורים,1,תל אביב -יפו,מגורים,823765,4,0,0,6,0,0,6,0,6,8,1,0,1,5,8,3826.712601,823764.7523,5000,4.855753765,202012
7018,0,פנאי/טבע/ספורט,3,חיפה,אצטדיון,348496,8,1,2,13,0,2,11,3,16,18,1,0,1,14,18,2583.59728,348495.5559,4000,22.95578715,202012
7019,2859,מגורים,1,כפר סבא,מגורים,345312,3,0,1,3,0,1,3,0,4,6,0,0,1,5,6,2652.943778,345312.1559,6900,8.687795385,202012
7020,14119,מגורים,1,פרדס חנה-כרכור,מגורים,4826935,52,1,6,91,8,23,67,8,98,96,5,2,3,72,96,13193.15438,4826934.773,0,10.77288176,202012
7021,0,עתידי/לא ידוע,5,בית ג'אלא,לא ידוע,1612323,6,1,1,11,0,3,10,0,13,13,0,1,0,12,13,7151.732823,1612323.278,0,3.721338714,202012
7022,4467,מגורים,1,ירושלים,מגורים+ מכללה אקדמאית,412742,26,0,4,29,8,5,25,3,33,45,9,1,1,24,45,3160.302477,412741.6572,3000,62.99334693,202012
7023,558,מגורים,1,תל אביב -יפו,תעשיה+ מגורים,231517,113,2,15,112,34,5,95,10,129,196,37,3,22,81,196,2234.617143,231517.0396,5000,488.0851082,202012
7024,5521,מגורים,1,קריית ים,מגורים,599455,37,0,9,56,4,9,50,5,65,72,3,1,8,51,72,3475.389154,599455.0013,9600,61.72273148,202012
7025,3842,מגורים,1,אשקלון,מגורים,257723,4,0,0,22,0,17,4,1,22,7,2,0,0,2,7,2191.965862,257722.5581,7100,15.52053949,202012
7026,12175,מגורים,1,מודיעין-מכבים-רעות*,מגורים,996841,7,0,0,12,5,5,7,0,12,12,1,1,0,8,12,4992.701153,996840.7341,1200,7.022183076,202012
7027,9645,מגורים,1,בועיינה-נוג'ידאת,מגורים,7083479,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,16684.03411,7083478.747,0,0.141173567,202012
7028,3255,מגורים,1,בית שמש,מגורים,465285,12,1,1,14,5,4,11,1,16,19,0,1,0,16,19,3444.62549,465284.9576,2610,25.79064444,202012
7029,4537,מגורים,1,חולון,מגורים,311448,25,0,1,33,6,8,21,5,34,44,7,0,0,35,44,2198.841348,311447.5813,6600,80.27022167,202012
7030,1870,מגורים,1,אדמית עראמשה*,מגורים,16950417,9,0,4,13,0,0,13,4,17,14,1,0,0,10,14,24834.99549,16950417.01,0,0.530960389,202012
7031,1688,מגורים,1,כפר סבא,מגורים,227722,9,0,0,12,7,5,7,0,12,12,2,0,0,9,12,2715.726156,227721.5201,6900,39.52187316,202012
7032,2705,מגורים,1,גן נר,מגורים,10270184,16,1,5,34,0,3,28,7,40,28,2,2,0,24,28,17473.9979,10270184.49,0,1.557907823,202012
7033,3528,מגורים,1,רחובות,מגורים,351860,9,1,3,8,1,2,10,0,12,17,4,1,2,10,17,2709.054017,351859.8574,8400,25.57835503,202012
7034,2624,מגורים,1,ירושלים,מגורים,583025,2,0,0,2,2,0,1,1,2,2,0,0,0,2,2,5245.960079,583024.6371,3000,3.430384632,202012
7035,9148,מגורים,1,עמיעוז גבולות ניר יצחק צאלים מבטחים ישע אוהד תלמי אליהו שדה ניצן כרם שלום צוחרשדי אברהם יתד פרי גן יבול תלמי יוסף סופהחולית דקל אבשלום בני נ,מגורים,219362688,25,3,12,31,0,3,36,6,46,47,1,10,1,27,47,77643.38509,219362688.3,0,0.11396651,202012
7036,549,תעשיה/מסחר/מתקנים,4,הרצלייה,נמל,1099391,8,0,1,8,1,1,5,1,9,12,2,0,0,8,12,4237.45833,1099391.368,6400,7.276755949,202012
7037,4445,מגורים,1,יבנה,מגורים,866412,20,0,1,40,4,11,27,3,41,37,1,1,1,31,37,4423.404248,866411.8998,2660,23.08370614,202012
7038,1905,מגורים,1,באר שבע,מגורים,457270,8,0,2,14,7,7,8,1,16,10,1,0,0,7,10,3207.193781,457269.6645,9000,17.49513417,202012
7039,4391,מגורים,1,ביתר עילית,מגורים,871797,1,0,0,4,0,2,2,0,4,3,0,0,0,2,3,4300.229453,871796.7058,0,1.147056023,202012
7040,4271,מגורים,1,גבעת שמואל,מגורים,620333,12,1,3,15,5,4,15,0,19,23,4,2,1,12,23,3809.832014,620332.9861,681,19.34444887,202012
7041,2285,מגורים,1,ירושלים,מגורים,409507,5,0,0,7,0,0,6,1,7,12,1,0,0,9,12,3165.688029,409507.3478,3000,12.2098035,202012
7042,0,תעשיה/מסחר/מתקנים,4,תל אביב -יפו,מתקן בטחון,527689,85,3,18,106,7,6,107,13,127,183,30,5,4,108,183,3511.673807,527689.4305,5000,161.0797269,202012
7043,2428,מגורים,1,חיפה,מגורים,241644,10,2,0,8,8,1,5,4,10,11,1,0,0,9,11,2262.578239,241644.0236,4000,41.3831918,202012
7044,99,תעשיה/מסחר/מתקנים,4,כפר סבא,תעשיה,728907,14,1,3,32,0,5,25,6,36,27,1,2,0,18,27,3901.498775,728906.8381,6900,19.20683983,202012
7045,0,תעשיה/מסחר/מתקנים,4,פארק תעשיה קיסריה,תעשיה,14203878,57,2,11,110,4,19,96,8,123,115,2,5,2,91,115,20736.85402,14203878.34,0,4.012988566,202012
7046,2026,מגורים,1,מעלה אדומים,מגורים,328428,1,0,0,1,0,0,1,0,1,2,0,0,0,0,2,2576.30876,328428.2131,0,3.044807385,202012
7047,8,תעשיה/מסחר/מתקנים,4,נס ציונה,תעשיה,440254,2,0,2,2,0,0,2,1,4,5,0,0,1,3,5,3056.725421,440253.6773,7200,4.542832092,202012
7048,4656,מגורים,1,נצרת עילית,מגורים,1409096,7,0,1,14,2,5,9,1,15,11,1,0,0,10,11,6865.704757,1409096.301,1061,4.967723988,202012
7049,5043,מגורים,1,תל אביב -יפו,מגורים,448205,104,1,16,112,55,15,66,27,129,160,32,1,18,65,160,2800.179092,448204.7945,5000,232.0366796,202012
7050,0,מגורים,1,בית צפפה,מגורים,228443,1,0,0,1,0,0,1,0,1,2,0,0,0,1,2,2632.823364,228443.4488,0,4.377459585,202012
7051,1800,מגורים,1,אשקלון,מגורים,278833,4,0,2,3,2,0,5,0,5,7,0,2,1,4,7,2281.276981,278832.7527,7100,14.3455043,202012
7052,6766,מגורים,1,אשדוד,ציבורי+מגורים,1237159,24,1,4,28,19,6,23,4,33,32,2,0,0,25,32,4778.039515,1237159.472,70,19.39928497,202012
7053,2337,מגורים,1,בית שמש,מגורים,246555,4,0,0,4,2,1,1,2,4,6,1,0,0,5,6,3122.231448,246554.6733,2610,16.22356067,202012
7054,7218,מגורים,1,הוד השרון,מגורים,515294,20,0,1,27,12,11,9,8,28,35,2,1,3,23,35,3942.062835,515294.493,9700,38.81279425,202012
7055,0,פנאי/טבע/ספורט,3,טנטור,שטח פתוח,1619106,11,0,0,52,0,8,44,0,52,30,0,0,0,27,30,5594.641494,1619106.085,0,6.793872668,202012
7056,2748,מגורים,1,כפר סבא,מגורים,499011,39,1,4,76,1,17,59,4,81,83,5,2,0,66,83,3091.521662,499011.0887,6900,78.15458978,202012
7057,0,תעשיה/מסחר/מתקנים,4,חיפה,תעשיה,233199,4,0,0,8,0,2,6,0,8,8,0,0,0,7,8,2333.926053,233199.0851,4000,17.15273222,202012
