נבדק ואושר,סוג נכס,מהות עסקה,מקור,"ת""ח",חלקה,גוש,תאריך עסקה,עיר,רחוב,מספר,כניסה,דירה,מחיר מוצהר,מחיר מוערך,שטח ברוטו,שטח נטו,מגרש,חדרים,מחיר למר,מחיר לחדר,גלריה,מרפסת,קומה,קומות,דירות בבנין,מעלית,חניה,מחסן,גג,חצר,שנת בניה,זכויות בניה,אחוזי בניה,תפקוד הבנין,מהות הזכות,תפקוד היחידה  ,שומה חלקים
לא,דירת מגורים,דירה בבית קומות,רשות,0,22,7084,25/03/2018,תל אביב -יפו,קורדובירו,1,,0,"1,520,000","1,520,000",70,12,0,3,"126,667","506,667",0,,1,4,8,,0,0,0,0,1930,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,150,6956,25/03/2018,תל אביב -יפו,שד נורדאו,42,,0,"2,660,000","2,660,000",49,49,0,2.5,"54,286","1,064,000",0,,1,3,6,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,681,6214,25/03/2018,תל אביב -יפו,זבוטינסקי,62,,0,"5,500,000","5,500,000",0,120,0,5,"45,833","1,100,000",0,,3,20,20,,2,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,0
לא,דירת מגורים,דירה בבית קומות,רשות,9,173,7024,25/03/2018,תל אביב -יפו,נס לגויים,3,,5,"2,150,000","2,150,000",74,68,0,3,"31,618","716,667",0,,2,4,8,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,58,6926,25/03/2018,תל אביב -יפו,דגניה,7,,0,"7,250,000","7,250,000",198,157,0,4,"46,178","1,812,500",0,,1,3,4,,0,0,0,50,1998,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,299,6136,25/03/2018,תל אביב -יפו,רח 3503,1,,0,"2,065,850","2,065,850",80,80,0,3,"25,823","688,617",0,,14,18,73,,0,0,0,0,2019,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,505,6217,25/03/2018,תל אביב -יפו,רמברנדט,3,,0,"4,567,500","4,567,500",71,71,0,3,"64,331","1,522,500",0,,3,4,0,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,16,568,6108,25/03/2018,תל אביב -יפו,ז'בוטינסקי,152,,0,"660,000","660,000",55,51,0,2.5,"12,941","264,000",0,,4,4,16,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,0.4
לא,דירת מגורים,דירה בבית קומות,רשות,-1,568,6108,25/03/2018,תל אביב -יפו,ז'בוטינסקי,152,,0,"999,000","999,000",55,51,0,2.5,"19,588","399,600",0,,4,4,16,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,0.6
לא,דירת מגורים,דירה בבית קומות,רשות,10,28,7103,25/03/2018,תל אביב -יפו,כורש,18,,0,"3,400,000","3,400,000",62,43,0,2,"79,070","1,700,000",0,,2,3,15,,0,0,0,0,1940,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,127,64,7096,25/03/2018,תל אביב -יפו,מיטב,5,,0,"1,756,452","1,756,452",107,107,0,4,"16,415","439,113",0,,20,27,170,,0,0,0,0,2021,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,0,11,7423,25/03/2018,תל אביב -יפו,דרך דיין משה,2,,0,"1,800,000","1,800,000",75,75,0,3,"24,000","600,000",0,,7,21,36,,1,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,53,299,6136,25/03/2018,תל אביב -יפו,רח 3503,1,,0,"2,065,850","2,065,850",80,80,0,3,"25,823","688,617",0,,14,18,73,,0,0,0,0,2019,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,871,6133,25/03/2018,תל אביב -יפו,הגבור האלמוני,36,,0,"1,184,841","1,184,841",0,57,0,3,"20,787","394,947",0,,0,3,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,57,34,6884,25/03/2018,תל אביב -יפו,חפץ ישה,4,,0,"3,550,000","3,550,000",130,130,0,5,"27,308","710,000",0,,1,7,19,,2,0,0,0,2006,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,986,6625,23/03/2018,תל אביב -יפו,גליקסברג,3,,0,"2,499,999","2,499,999",37,0,0,2,"67,568","1,250,000",0,,1,3,11,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,103,6986,22/03/2018,תל אביב -יפו,דיק,5,,0,"1,950,000","1,950,000",67,67,0,2.5,"29,104","780,000",0,,1,2,4,,0,0,0,0,1950,,,מגורים,חכירה ממינהל 99 שנים,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,158,6902,22/03/2018,תל אביב -יפו,דיזנגוף,183,,0,"2,650,000","2,650,000",75,71,0,3,"37,324","883,333",0,,0,5,17,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,184,6957,22/03/2018,תל אביב -יפו,שד נורדאו,72,,0,"1,600,000","1,600,000",71,71,0,2.5,"22,535","640,000",0,,3,3,9,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,3,148,7085,22/03/2018,תל אביב -יפו,שדרות רוטשילד,133,,0,"1,499,998","1,499,998",53,56,0,3,"26,786","499,999",0,,1,6,18,,0,0,0,0,1998,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,8,105,7111,22/03/2018,תל אביב -יפו,דיזנגוף,8,,0,"3,650,000","3,650,000",110,97,0,3,"37,629","1,216,667",0,,2,4,12,,0,0,0,0,1940,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,6,18,6954,22/03/2018,תל אביב -יפו,חולדה,1,,0,"3,700,000","3,700,000",0,75,0,3,"49,333","1,233,333",0,,3,6,0,,0,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,112,6952,22/03/2018,תל אביב -יפו,"שדרות ח""ן",57,,9,"3,050,000","3,050,000",56,48,0,3,"63,542","1,016,667",0,,2,4,13,,0,0,0,0,1930,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,131,6941,22/03/2018,תל אביב -יפו,טיומקין,17,,4,"2,500,000","2,500,000",70,70,0,2.5,"35,714","1,000,000",0,,1,4,10,,0,0,0,0,1930,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,6,35,6992,22/03/2018,תל אביב -יפו,אהלי יעקב,1,,4,"1,550,000","1,550,000",72,59,0,3,"26,271","516,667",0,,2,4,12,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,11,48,6217,22/03/2018,תל אביב -יפו,רמברנדט,8,,0,"7,255,000","7,255,000",135,135,0,5,"53,741","1,451,000",0,,5,10,15,,0,0,0,0,2019,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,181,6215,22/03/2018,תל אביב -יפו,ויזל,24,,0,"1,737,500","1,737,500",88,72,0,3,"24,132","579,167",0,,1,4,14,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,86,39,6993,22/03/2018,תל אביב -יפו,"שז""ר זלמן",29,,32,"1,650,000","1,650,000",79,79,0,3,"20,886","550,000",0,,6,7,40,,0,0,0,0,1992,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,112,39,6993,22/03/2018,תל אביב -יפו,"שז""ר זלמן",25,,23,"2,250,001","2,250,001",111,116,0,5,"19,397","450,000",0,,4,7,40,,0,0,0,0,1992,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,26,203,7084,21/03/2018,תל אביב -יפו,החלוצים,56,,0,"1,700,000","1,700,000",46,36,0,1.5,"47,222","1,133,333",0,,3,3,9,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,243,7050,21/03/2018,תל אביב -יפו,מחרוזת,15,,1,"1,965,000","1,965,000",80,62,0,4,"31,694","491,250",0,,1,5,22,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,180,7050,21/03/2018,תל אביב -יפו,קהילת קנדה,48,,9,"1,175,000","1,175,000",59,59,0,2,"19,915","587,500",0,,1,4,8,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,51,6135,21/03/2018,תל אביב -יפו,סמדר,10,,0,"850,000","850,000",40,40,0,2.5,"21,250","340,000",0,,1,1,3,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,667,6133,21/03/2018,תל אביב -יפו,ברנפלד שמעון,9,,0,"3,000,000","3,000,000",108,80,0,4.5,"37,500","666,667",0,,2,2,3,,0,0,63,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,12,642,6212,21/03/2018,תל אביב -יפו,שד סמאטס,13,,0,"6,750,000","6,750,000",120,120,0,5,"56,250","1,350,000",0,,5,8,16,,0,0,0,0,2019,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,343,6215,21/03/2018,תל אביב -יפו,ריינס,60,,3,"1,173,000","1,173,000",110,92,0,4,"12,750","293,250",0,,2,3,24,,0,0,0,0,1930,,,מגורים,בעלות,דירה בבית קומות,0.33
לא,דירת מגורים,דירה בבית קומות,רשות,7,25,7450,21/03/2018,תל אביב -יפו,"רש""י",38,,7,"1,270,000","1,270,000",24,24,0,1,"52,917","1,270,000",0,,4,4,6,,0,0,0,0,1930,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,26,7436,21/03/2018,תל אביב -יפו,החשמונאים,44,,0,"3,250,000","3,250,000",75,67,0,3,"48,507","1,083,333",0,,2,5,10,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,13,35,7099,21/03/2018,תל אביב -יפו,לסקוב חיים,6,,0,"2,300,000","2,300,000",59,46,0,3,"50,000","766,667",0,,1,4,8,,0,0,0,0,1991,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,331,14,6107,21/03/2018,תל אביב -יפו,ויצמן,30,,0,"6,000,000","6,000,000",228,228,0,5,"26,316","1,200,000",0,,33,42,177,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,0,126,7071,20/03/2018,תל אביב -יפו,אלעזר בן עזריה,6,,0,"3,300,000","3,300,000",99,99,0,4,"33,333","825,000",0,,4,5,28,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,31,6902,20/03/2018,תל אביב -יפו,ארלוזורוב,8,,0,"3,550,000","3,550,000",57,57,0,2,"62,281","1,775,000",0,,3,4,12,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,59,6902,20/03/2018,תל אביב -יפו,בן יהודה,141,,0,"1,525,000","1,525,000",28,20,0,2,"76,250","762,500",0,,2,4,18,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,138,85,7088,20/03/2018,תל אביב -יפו,שד' ירושלים,19,,601,"3,380,000","3,380,000",78,59,0,3,"57,288","1,126,667",0,,6,6,20,,1,0,0,0,2002,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,106,7088,20/03/2018,תל אביב -יפו,דרך שלמה,6,,0,"2,450,000","2,450,000",70,70,0,2,"35,000","1,225,000",0,,2,6,21,,1,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,18,6954,20/03/2018,תל אביב -יפו,חולדה,1,,1,"1,000,000","1,000,000",15,15,0,4,"66,667","250,000",0,,0,6,10,,0,0,0,50,2017,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,43,7099,20/03/2018,תל אביב -יפו,שפרינצק,7,,0,"2,690,000","2,690,000",82,82,0,3,"32,805","896,667",0,,1,4,16,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,371,6636,20/03/2018,תל אביב -יפו,קהילת לודג',52,,0,"161,850","161,850",96,96,0,4,"1,686","40,463",0,,1,10,20,,0,0,0,0,2021,,,מגורים,חכירה ממינהל 1 שנה,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,10,85,6638,20/03/2018,תל אביב -יפו,עולי הגרדום,13,,4,"4,170,000","4,170,000",138,138,0,5,"30,217","834,000",0,,3,5,22,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,67,6638,20/03/2018,תל אביב -יפו,הרוגי מלכות,10,,0,"3,650,000","3,650,000",109,95,0,4,"38,421","912,500",0,,2,5,21,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,343,6215,20/03/2018,תל אביב -יפו,שפינוזה,35,,0,"1,150,000","1,150,000",75,75,0,3,"15,333","383,333",0,,2,3,6,,0,0,0,0,1940,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,20,692,6636,20/03/2018,תל אביב -יפו,קיציס יוסף,12,,20,"2,310,000","2,310,000",63,56,0,3,"41,250","770,000",0,,5,7,28,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,15,987,6212,20/03/2018,תל אביב -יפו,מרים החשמונאית,14,,0,"3,390,000","3,390,000",71,71,0,3,"47,746","1,130,000",0,,2,3,2,,0,0,0,0,1960,,,מגורים,חכירה ממינהל 88 שנים,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,1311,6625,20/03/2018,תל אביב -יפו,שלונסקי,54,,0,"3,350,000","3,350,000",96,96,0,4,"34,896","837,500",0,,6,7,52,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,481,421,6110,19/03/2018,תל אביב -יפו,דרך בגין,144,,0,"12,750,000","12,750,000",358,358,0,1,"35,615","12,750,000",0,,48,50,338,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,16,4,9020,19/03/2018,תל אביב -יפו,צ'לנוב,22,,0,"1,274,250","1,274,250",65,65,0,3,"19,604","424,750",0,,3,8,50,,0,0,0,0,2021,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,2,1120,6625,19/03/2018,תל אביב -יפו,ויינשל,3,,0,"3,400,000","3,400,000",114,109,0,4,"31,193","850,000",0,,1,6,14,,1,0,0,0,1990,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,70,7074,19/03/2018,תל אביב -יפו,נחל הבשור,34,,4,"1,280,000","1,280,000",43,43,0,2.5,"29,767","512,000",0,,2,4,8,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,62,6992,19/03/2018,תל אביב -יפו,אהלי יעקב,13,,0,"1,500,000","1,500,000",103,0,0,4.5,"14,563","333,333",0,,1,8,32,,0,0,0,0,1987,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,22,189,7045,19/03/2018,תל אביב -יפו,שד' ירושלים,116,,0,"2,475,000","2,475,000",87,87,0,4,"28,448","618,750",0,,6,6,24,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,57,129,6631,19/03/2018,תל אביב -יפו,אחימאיר אבא,1,,0,"15,335,864","15,335,864",140,140,0,5,"109,542","3,067,173",0,,14,16,0,,0,0,0,0,2018,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,36,121,6631,19/03/2018,תל אביב -יפו,חכים אליהו,9,,0,"5,075,000","5,075,000",116,116,0,4,"43,750","1,268,750",0,,9,12,40,,1,0,0,0,2000,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,1168,6212,19/03/2018,תל אביב -יפו,ועידת קטוביץ,45,,0,"4,450,000","4,450,000",81,68,0,3,"65,441","1,483,333",0,,1,2,4,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,410,6217,19/03/2018,תל אביב -יפו,בצלאל,33,,0,"8,500,020","8,500,020",124,124,0,4,"68,549","2,125,005",0,,6,8,16,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,31,33,6884,19/03/2018,תל אביב -יפו,רובינשטיין ארתור,1,,0,"3,730,000","3,730,000",131,120,0,4,"31,083","932,500",0,,5,8,19,,2,0,0,0,2006,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,32,4,9020,18/03/2018,תל אביב -יפו,צ'לנוב,22,,0,"1,727,925","1,727,925",95,95,0,4,"18,189","431,981",0,,4,8,44,,0,0,0,0,2021,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,98,299,6615,18/03/2018,תל אביב -יפו,סשא ארגוב,19,,0,"2,550,000","2,550,000",69,69,0,3,"36,957","850,000",0,,5,7,23,,2,0,0,0,2000,,,מגורים,חכירה ממינהל 99 שנים,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,68,299,6136,18/03/2018,תל אביב -יפו,עזרא,999,,0,"2,349,282","2,349,282",80,80,0,3,"29,366","783,094",0,,17,18,73,,0,0,0,0,2019,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,25,148,6952,18/03/2018,תל אביב -יפו,מלכי ישראל,13,,0,"1,320,000","1,320,000",88,70,0,3,"18,857","440,000",0,,2,5,9,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,0.33
לא,דירת מגורים,דירה בבית קומות,רשות,473,155,7051,18/03/2018,תל אביב -יפו,אברבנאל,74,,0,"2,925,000","2,925,000",72,74,0,3,"39,527","975,000",0,,7,9,44,,1,0,0,0,2014,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,11,358,6215,18/03/2018,תל אביב -יפו,שלמה המלך,86,,0,"3,380,000","3,380,000",65,68,0,3,"49,706","1,126,667",0,,3,4,12,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,23,7113,18/03/2018,תל אביב -יפו,סמולנסקין,4,,0,"4,970,000","4,970,000",104,104,0,3,"47,788","1,656,667",0,,2,7,26,,1,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,253,6631,18/03/2018,תל אביב -יפו,בן יוסף שלמה,11,,19,"3,630,000","3,630,000",105,105,0,3,"34,571","1,210,000",0,,5,17,68,,2,0,0,0,2006,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,28,7046,18/03/2018,תל אביב -יפו,רוזנבלט צבי,4,,0,"3,197,500","3,197,500",110,95,0,4,"33,658","799,375",0,,0,4,9,,1,0,0,54,2017,,,מגורים,בעלות,דירת גן,1
לא,דירת מגורים,דירה בבית קומות,רשות,12,50,7244,18/03/2018,תל אביב -יפו,מעפילי אגוז,60,,12,"1,600,000","1,600,000",78,64,0,4,"25,000","400,000",0,,2,4,24,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,1311,6625,18/03/2018,תל אביב -יפו,שלונסקי,54,,0,"2,810,000","2,810,000",85,85,0,4,"33,059","702,500",0,,6,7,52,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,31,7083,15/03/2018,תל אביב -יפו,קומפרט,7,,0,"3,810,000","3,810,000",83,83,0,3,"45,904","1,270,000",0,,9,11,83,,1,0,0,0,2017,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,16,14,7098,15/03/2018,תל אביב -יפו,מרגולין,13,,0,"1,611,999","1,611,999",62,62,0,2,"26,000","806,000",0,,3,3,18,,0,0,0,0,1950,,,מגורים,חכירה מאחר 49 שנים,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,19,157,7050,15/03/2018,תל אביב -יפו,קהילת קנדה,14,,1,"700,000","700,000",45,50,0,2,"14,000","350,000",0,,0,3,24,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,22,134,6906,15/03/2018,תל אביב -יפו,בן יהודה,62,,0,"537,500","537,500",49,49,0,2.5,"10,969","215,000",0,,4,4,9,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,0.25
לא,דירת מגורים,דירה בבית קומות,רשות,6,232,6957,15/03/2018,תל אביב -יפו,עמוס,36,,0,"3,220,000","3,220,000",64,53,0,2.5,"60,755","1,288,000",0,,3,3,6,,1,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,60,4,6768,15/03/2018,תל אביב -יפו,בלום ליאון,27,,2,"1,920,000","1,920,000",100,100,0,4,"19,200","480,000",0,,0,3,12,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,217,351,6627,15/03/2018,תל אביב -יפו,רפידים,20,,0,"4,220,000","4,220,000",105,67,0,5,"62,985","844,000",0,,2,4,8,,0,0,0,0,1950,,,מגורים,חכירה ממינהל 1 שנה,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,50,724,6108,15/03/2018,תל אביב -יפו,אלוני ניסים,16,,0,"3,720,001","3,720,001",107,107,0,3,"34,766","1,240,000",0,,5,9,30,,1,0,0,0,2005,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,13,624,6134,15/03/2018,תל אביב -יפו,נגבה,24,,13,"1,700,000","1,700,000",63,54,0,3,"31,481","566,667",0,,4,7,26,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,86,6956,14/03/2018,תל אביב -יפו,בזל,11,,0,"3,070,000","3,070,000",80,65,0,3,"47,231","1,023,333",0,,0,4,7,,0,0,0,0,1930,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,11,224,6902,14/03/2018,תל אביב -יפו,"רנ""ק",5,,0,"4,200,000","4,200,000",78,75,0,3,"56,000","1,400,000",0,,5,7,12,,1,0,0,0,2005,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,17,6902,14/03/2018,תל אביב -יפו,שדרות בן גוריון,1,,10,"2,170,000","2,170,000",36,30,0,2,"72,333","1,085,000",0,,0,4,16,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,54,6960,14/03/2018,תל אביב -יפו,בן יהודה,175,,0,"2,600,000","2,600,000",73,73,0,3,"35,616","866,667",0,,0,6,28,,0,0,0,84,2008,,,מגורים,בעלות,דירת גן,1
לא,דירת מגורים,דירה בבית קומות,רשות,10,31,7092,14/03/2018,תל אביב -יפו,זמנהוף,26,,5,"3,050,001","3,050,001",86,86,0,3,"35,465","1,016,667",0,,2,4,13,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,207,7050,14/03/2018,תל אביב -יפו,גלעינית,3,,1,"1,250,000","1,250,000",44,44,0,2,"28,409","625,000",0,,1,4,32,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,41,596,6111,14/03/2018,תל אביב -יפו,דובנוב,22,,0,"3,230,000","3,230,000",66,60,0,2.5,"53,833","1,292,000",0,,3,4,64,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,37,51,7241,14/03/2018,תל אביב -יפו,מעפילי אגוז,26,,11,"1,620,000","1,620,000",70,68,0,3,"23,824","540,000",0,,3,7,56,,0,0,0,0,1985,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,261,6215,14/03/2018,תל אביב -יפו,ארלוזורוב,84,,0,"1,350,000","1,350,000",51,51,0,2,"26,471","675,000",0,,4,4,18,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,26,7440,14/03/2018,תל אביב -יפו,יהודה הלוי,129,,9,"2,625,000","2,625,000",73,63,0,2.5,"41,667","1,050,000",0,,2,3,15,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,10,4,7443,14/03/2018,תל אביב -יפו,דרך בגין,5,,0,"751,871","751,871",37,37,0,1,"20,321","751,871",0,,2,7,16,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,11,4,7443,14/03/2018,תל אביב -יפו,דרך בגין,5,,0,"1,005,883","1,005,883",49,49,0,1,"20,528","1,005,883",0,,2,7,16,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,12,4,7443,14/03/2018,תל אביב -יפו,דרך בגין,5,,0,"2,042,246","2,042,246",100,100,0,1,"20,422","2,042,246",0,,2,7,16,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,קוטג' חד משפחתי,רשות,3,430,6623,14/03/2018,תל אביב -יפו,רומנילי,11,,0,"7,750,001","7,750,001",197,197,0,6,"39,340","1,291,667",0,,2,3,4,,1,0,2,0,2000,,,מגורים,בעלות,דירה בבית קומות,1
